WinningCards	DiscardedCards:0	DiscardedCards:1	ActionsPlayedWin:0
Baron.opp	2	2	
Baron.opp	3	3	
Guard	2	2	
Baron.opp	2	2	
Guard	5	5	
Guard	8	8	
Baron	2	2	
Guard	2	2	
Baron	8	8	Baron,Handmaid,Prince,Handmaid
Princess.end	10	10	Guard,Prince,Priest,Handmaid,Guard
Baron	2	2	Baron
Guard	11	11	Guard,King,Prince,Baron,Princess,Guard
Baron	3	3	
Baron.opp	8	8	Priest,Princess,Baron
Baron	2	2	Baron
Baron	3	3	
Baron	3	3	Baron
Guard	10	10	
Baron	2	2	
Baron	6	6	
Baron	8	8	Baron,Handmaid,Prince,Handmaid
Guard	5	5	
Baron.opp	6	6	Guard,Handmaid
Baron	6	6	Baron,Princess,Guard
Baron.opp	7	7	Priest,Priest,Guard
Guard	3	3	
Baron.opp	2	2	
Baron	3	3	
Baron.opp	3	3	
Baron	3	3	
Guard	7	7	Guard,King,Handmaid
Baron.opp	4	4	
Guard	11	11	
Baron.opp	2	2	
Princess.end	10	10	
Prince.end	10	10	
Baron	3	3	Baron
Baron	2	2	Baron
Baron	3	3	
Baron.opp	3	3	
Baron	6	6	Baron,Priest,Guard
Baron	8	8	
Guard	5	5	Guard,Guard
Baron	9	9	Baron,Prince,Guard,Handmaid
Guard	10	10	
Baron.opp	7	7	
Baron.opp	8	8	Priest,Princess,Baron
Baron	2	2	Baron
Baron	3	3	
Guard	7	7	Guard,Guard,Handmaid
Baron.opp	5	5	Priest,Guard
Baron.opp	6	6	Countess,Handmaid
Guard	5	5	
Baron.opp	2	2	
Guard	11	11	
Baron.opp	5	5	
Baron.opp	11	11	Priest,Countess,Priest,Princess,Baron
Baron	2	2	Baron
Baron	3	3	
Baron.opp	3	3	
Baron	4	4	
Baron.opp	2	2	
Guard	4	4	Guard,Countess
Baron	10	10	Baron,Priest,Prince,Priest,Handmaid
Guard	11	11	Guard,Priest,Prince,Priest,Handmaid,Guard
Baron	2	2	Baron
Baron.opp	2	2	
Baron.opp	7	7	
Baron	3	3	Baron
Baron	2	2	Baron
Baron.opp	4	4	
Baron	3	3	Baron
Guard	4	4	Guard,Priest
Guard	6	6	
Guard	2	2	
Guard	2	2	
Guard	3	3	Guard
Baron	2	2	Baron
Guard	2	2	Guard
Baron	3	3	
Baron	3	3	Baron
Baron	2	2	Baron
Guard	2	2	Guard
Baron	2	2	Baron
Guard	2	2	Guard
Guard	10	10	
Guard	2	2	
Guard	6	6	
Baron.opp	2	2	
Baron	3	3	
Baron	3	3	Baron
Guard	11	11	
Baron.opp	2	2	
Guard	8	8	Guard,Guard,Handmaid,Countess
Baron	10	10	Baron,Priest,Prince,Handmaid,Priest
Baron	4	4	Baron,Handmaid
Baron	5	5	
Baron.opp	2	2	
Baron	8	8	Baron,King,Priest,Guard
Baron	5	5	
Baron.opp	2	2	
Baron	3	3	
Baron.opp	3	3	
Baron	4	4	
Baron.opp	5	5	Priest,Prince
Guard	11	11	Guard,Guard,Countess,Guard,Handmaid
Baron.opp	10	10	Countess,Prince,Priest,Priest,Handmaid
Baron.opp	8	8	Guard,Guard,King
Baron	6	6	Baron,Priest,Guard
Baron.opp	6	6	
Baron.opp	2	2	
Baron	3	3	
Baron.opp	3	3	
Guard	3	3	Guard
Baron.opp	8	8	Priest,Handmaid,Baron,Prince
Guard	11	11	
Guard	6	6	
Baron	4	4	
Guard	11	11	
Baron	2	2	Baron
Baron	3	3	
Guard	7	7	Guard,Guard,Handmaid
Baron	5	5	
Baron.opp	2	2	
Handmaid.end	10	10	Prince,Guard,Guard,Countess
Baron.opp	10	10	King,Prince,Priest,Priest,Handmaid
Baron	4	4	Baron,Handmaid
Baron	5	5	
Baron.opp	2	2	
Baron	3	3	
Baron.opp	3	3	
Baron	4	4	
Baron.opp	2	2	
Guard	11	11	
Baron	10	10	
Baron	4	4	
Baron	6	6	
Baron	2	2	Baron
Prince.opp	11	11	
Baron.opp	2	2	
King.end	10	10	
Baron	10	10	Baron,Handmaid,Guard,Guard
Baron	4	4	Baron,Handmaid
Guard	11	11	Guard,Guard,Prince,Guard,Guard
Baron	6	6	
Baron	2	2	
Countess.end	10	10	
Baron.opp	7	7	Prince,Handmaid
Guard	5	5	Guard,Priest,Prince
Baron	3	3	
Baron	4	4	
King.end	10	10	
Baron.opp	10	10	
Countess.end	10	10	
Baron	5	5	Baron,King
Baron	6	6	
Baron	2	2	
Baron	2	2	Baron
Guard	4	4	Guard,Handmaid
Baron.opp	10	10	
Guard	5	5	Guard,Handmaid
Baron	5	5	
Baron.opp	2	2	
Baron.opp	2	2	
Guard	2	2	
Baron	6	6	
Guard	4	4	
Baron	2	2	
Guard	9	9	
Baron.opp	10	10	
Baron	4	4	
Baron	6	6	
Prince.end	10	10	
Guard	4	4	
Guard	11	11	
Guard	5	5	
Baron	9	9	
Guard	3	3	Guard
Baron	6	6	
Baron	2	2	
Guard	11	11	
Baron	5	5	
Baron	5	5	
Baron	4	4	Baron,Handmaid
Guard	2	2	Guard
Baron.opp	5	5	
Baron	2	2	
Prince.opp	7	7	Prince,Guard,Handmaid
Baron.opp	7	7	
Baron.opp	8	8	
Baron	2	2	
Baron	4	4	Baron,King
Baron	3	3	
Baron	5	5	Baron,Guard
Baron	2	2	Baron
Guard.end	10	10	
Prince.opp	10	10	Prince,Countess,Handmaid,Guard,Guard
Baron	4	4	
Baron	2	2	
Countess.end	10	10	
Baron	7	7	
Baron	5	5	
Baron	2	2	
Baron.opp	2	2	
Baron	3	3	
Baron	3	3	
Baron	2	2	
Countess.end	10	10	
Baron	5	5	
Guard	3	3	Guard
Baron	3	3	
Baron.opp	7	7	
Baron.opp	3	3	
Baron	9	9	
Countess.end	10	10	
Baron	5	5	
Guard	6	6	Guard,Guard
Baron	3	3	
Baron.opp	2	2	
Baron	3	3	
Guard	11	11	Guard,Guard,Baron,Baron,Guard
Baron	2	2	Baron
Prince.opp	11	11	Handmaid,Guard,Guard,King,Priest
Baron	2	2	Baron
Baron	5	5	Baron,Prince,Priest
Countess.end	10	10	Guard,Handmaid,Guard,Guard,Priest,Prince
Priest.end	10	10	Guard,Countess,Guard,Handmaid,Baron,Priest
Guard	4	4	
Baron	2	2	
Baron.opp	2	2	
Baron	3	3	
Baron	9	9	Baron,Baron,Guard,Guard
Baron	2	2	Baron
Guard	6	6	Guard,Priest,King
Baron	2	2	Baron
Baron.opp	7	7	
Baron	5	5	
Baron	2	2	
Baron	4	4	Baron
Baron	3	3	
Baron	7	7	Baron,Baron,Guard
Baron	2	2	Baron
Prince.opp	11	11	
Guard	4	4	
Baron	10	10	
Prince.opp	10	10	
Baron	2	2	
Baron.opp	2	2	
Baron	3	3	
Countess.end	10	10	Guard,Priest,Baron,Baron,Guard
Baron	2	2	Baron
Guard.end	10	10	
Guard	11	11	
Baron	5	5	
Guard	3	3	Guard
Baron	10	10	
Baron.opp	2	2	
Baron.opp	2	2	
Baron	3	3	
Baron	9	9	Baron,Baron,Guard,Guard
Baron	2	2	Baron
Guard	8	8	Guard,Priest,Handmaid,King
Baron	2	2	Baron
Baron	10	10	
Guard	4	4	
Baron	10	10	Baron,Handmaid,Guard,King,Prince
Baron	2	2	Baron
Baron.opp	4	4	King,Prince
Baron	3	3	
Baron.end	10	10	Guard,Countess,Baron,Guard,Guard
Baron	2	2	Baron
Guard	5	5	
Baron	9	9	
Baron	5	5	
Baron.opp	2	2	
King.end	10	10	Guard,Handmaid,Princess,Guard,Handmaid
Baron	2	2	Baron
Baron	8	8	Baron,Priest,Guard,King
Guard	2	2	Guard
Countess.end	10	10	
Guard	8	8	Guard,Handmaid,Baron,Guard
Guard	7	7	
Guard	11	11	
Guard	7	7	Guard,Handmaid,Priest
Baron	2	2	Baron
Baron	10	10	
Baron	3	3	Baron
Guard	6	6	Guard,Priest,King
Baron.opp	2	2	
Baron.opp	2	2	
Baron	9	9	
Prince.opp	4	4	Prince,Baron
Guard	7	7	
Baron.opp	2	2	
Prince.opp	10	10	
Baron.opp	2	2	
Prince.end	10	10	Guard,Countess,Princess,King,Guard,Handmaid
Baron	2	2	Baron
Guard	6	6	Guard,King,Priest
Baron.opp	2	2	
Baron.opp	2	2	
Baron	2	2	Baron
Guard	11	11	Guard,Guard,Handmaid,King,Priest
Baron	2	2	Baron
Guard	3	3	
Guard	2	2	
Baron	10	10	Baron,Handmaid,Guard,King,Prince
Baron	2	2	Baron
Guard	3	3	
Baron	8	8	Baron,Handmaid,Guard
Baron	2	2	Baron
Guard	11	11	
Guard	2	2	
Guard	4	4	Guard,Priest
Baron	2	2	Baron
Guard	11	11	
Baron	3	3	Baron
Baron	6	6	Baron,Priest,Priest
Baron	9	9	Baron,Guard,Guard,Prince
Baron	2	2	Baron
Baron.opp	4	4	
Guard	6	6	Guard,Prince
Baron	2	2	Baron
Guard	11	11	
Princess.end	10	10	Handmaid,King,Handmaid,Guard
Guard	11	11	Guard,Handmaid,Princess,Guard,Priest,King
Baron	2	2	Baron
Guard	3	3	
Baron.opp	6	6	Guard,Guard
Baron	2	2	Baron
Baron	8	8	
Guard	6	6	Guard,Priest,Prince
Baron	6	6	
Baron.opp	2	2	
Baron.opp	10	10	King,Countess,Guard,Handmaid
Baron	2	2	Baron
Guard	6	6	Guard,Priest,King
Baron.opp	2	2	
Baron.opp	2	2	
Baron.opp	4	4	
Prince.opp	11	11	
Guard	7	7	Guard,Guard,Priest
Baron.end	10	10	
Guard	2	2	
Guard	7	7	
Baron	2	2	Baron
Guard	6	6	
Guard	2	2	
Baron.opp	6	6	Guard,Guard
Baron.opp	2	2	
Baron.opp	2	2	
Baron.opp	6	6	Priest,Guard
Guard	10	10	Guard,Guard,King,Handmaid,Prince
Baron	8	8	
Guard	2	2	
Baron	5	5	Baron,Handmaid
Guard	5	5	Guard,King,Prince
Baron	10	10	
Guard	2	2	
Baron.opp	7	7	
Baron.opp	9	9	Guard,Handmaid,Guard,Prince
Baron	2	2	Baron
Baron.opp	6	6	Priest,Handmaid,Guard
Prince.opp	11	11	Prince,Countess,Priest,King,Prince
Guard	7	7	Guard,King,Prince
Guard	9	9	Guard,Countess,Priest,Handmaid
Guard	10	10	
Baron.opp	10	10	Guard,Countess,Guard,King
Baron	2	2	Baron
Guard	6	6	Guard,Priest,King
Baron.opp	2	2	
Baron.opp	2	2	
Guard	4	4	Guard,Handmaid
Countess.end	10	10	
Baron.opp	10	10	
Guard	6	6	
Guard	7	7	Guard,Handmaid,Countess
Baron.opp	8	8	Countess,Guard,Prince
King.end	10	10	
Guard	6	6	
Guard	6	6	Guard,Priest
Baron	6	6	Baron,Priest,Priest
Baron.opp	2	2	
Baron.opp	2	2	
Guard	2	2	Guard
Guard	11	11	
Guard	6	6	
Guard	4	4	
Baron.opp	5	5	
Baron.opp	8	8	Countess,Guard,Handmaid
Baron	4	4	Baron,Guard
Baron.opp	8	8	
Baron.opp	10	10	Baron,Guard,Prince,King
Baron.opp	4	4	
Baron.opp	2	2	
Baron.opp	2	2	
Baron	8	8	
Guard	11	11	Guard,Priest,Guard,Prince
Baron	8	8	
Guard	11	11	Guard,Prince,Prince,Handmaid
Guard	7	7	
Guard	2	2	
Prince.opp	2	2	
Guard	11	11	
Baron	2	2	Baron
Guard	4	4	Guard,Handmaid
Princess.end	10	10	
Guard	5	5	
Baron	10	10	Baron,King,Princess,Handmaid
Baron	5	5	
Baron.opp	8	8	Countess,Guard,King
Baron	4	4	Baron,Guard
Guard	11	11	Guard,Handmaid,Princess,Handmaid,King
Baron.opp	10	10	
Countess.end	10	10	Handmaid,Princess,Baron,Guard
Guard	2	2	Guard
Guard	10	10	Guard,King,Prince,Priest,Prince,Handmaid
Guard	6	6	
Guard	4	4	
Guard	2	2	
Guard	7	7	
Prince.opp	2	2	
Guard	4	4	
Guard	8	8	Guard,Handmaid,King,Priest
Guard	4	4	Guard,Priest
Guard	11	11	Guard,Handmaid,Guard,Baron,Prince,Handmaid
Guard	6	6	
Prince.opp	11	11	Prince,Countess,Priest,King,Prince
Baron	8	8	
Guard	4	4	
Guard	2	2	
Guard	2	2	
Prince.opp	10	10	
Guard	2	2	
Guard	6	6	Guard,Prince,King
Princess.end	10	10	Guard,Priest,Guard,Baron,Priest,Guard
Guard	6	6	
Guard	6	6	
Guard	4	4	
Guard	4	4	
Baron.opp	8	8	
Baron.opp	8	8	Guard,Prince,Princess
Baron.end	10	10	Guard,Handmaid,Guard,Guard,King
Baron	10	10	Baron,Handmaid,Handmaid,Countess
Guard	4	4	Guard,Priest
Baron	4	4	Baron,Handmaid
Guard	11	11	
Guard	2	2	
Baron	7	7	Baron,Guard,Guard
Guard	11	11	Guard,Countess,Guard,King,Priest,Guard
Baron	10	10	Baron,Countess,Guard,Priest,Handmaid
Baron.opp	5	5	Priest,Handmaid
Guard	9	9	Guard,Countess,Guard,Prince
Baron	4	4	Baron,Guard
Baron	8	8	Baron,Guard,Handmaid,Priest
Baron	10	10	Baron,Princess,Handmaid,Countess
Guard	2	2	Guard
Guard	5	5	
Baron.opp	8	8	
Baron	4	4	
Baron.opp	8	8	Princess,King,Countess
Baron.opp	10	10	
Baron	6	6	Baron,Guard,Guard
Guard	11	11	Guard,Guard,Handmaid,Baron,Prince,Handmaid
Guard	7	7	Guard,Guard,Prince,Handmaid
Baron	5	5	
Baron	10	10	
Guard	11	11	
Handmaid.end	10	10	Guard,Guard,Countess,Guard,King,Prince
Prince.opp	3	3	
Guard	8	8	Guard,King,Prince,Countess
Guard	6	6	
Baron	4	4	
Baron	4	4	
Guard	11	11	Guard,Prince,Guard,Handmaid
Baron.opp	3	3	Guard
Baron	5	5	
Countess.end	10	10	
Guard	11	11	
Prince.opp	3	3	
Guard	2	2	
Baron.opp	10	10	
Guard	3	3	Guard
Baron	4	4	Baron,Handmaid
Princess.end	10	10	
Baron	3	3	Baron
Baron	5	5	
Guard	2	2	
Prince.opp	10	10	
Guard	11	11	Guard,Handmaid,Guard,Guard,Handmaid,King
Baron	9	9	
Guard	3	3	Guard
Baron	2	2	Baron
Guard	3	3	
Baron	3	3	Baron
Guard	7	7	
Guard	11	11	
Baron	6	6	Baron,Handmaid,Guard
Guard	4	4	Guard,Guard
Baron	4	4	Baron,Priest
Baron.opp	10	10	
Baron	4	4	
Baron	2	2	
Princess.end	10	10	Guard,Guard,Handmaid,Prince,Guard
Baron.opp	3	3	Guard
Baron	10	10	Baron,Guard,Handmaid,Guard,Guard
Guard	11	11	Guard,Countess,Guard,King,Priest,Guard
Baron.opp	6	6	Guard,Handmaid
Prince.end	10	10	Guard,Countess,Baron,Prince,Guard,Guard
Baron	2	2	Baron
Guard	4	4	Guard,Priest
Baron	2	2	Baron
Guard	11	11	Guard,Guard,Prince,Prince,Guard,Handmaid
Baron.opp	6	6	
Baron	7	7	Baron,Guard,Guard
Guard	9	9	Guard,King,Guard,Priest,Princess
Guard	2	2	Guard
Prince.opp	2	2	Prince
Baron.opp	9	9	
Guard	7	7	
Baron	3	3	Baron
Baron.opp	9	9	Guard,Handmaid,Guard,Guard
Guard	9	9	Guard,King,Princess,Priest,Guard
Guard	3	3	
Baron	8	8	Baron,Prince,Prince,Guard
Guard	3	3	
Guard	6	6	
Baron.opp	7	7	Guard,Handmaid,Prince
Baron	2	2	Baron
Baron	5	5	
Guard	11	11	Guard,Handmaid,Prince,Guard,Prince
Guard	11	11	Guard,Princess,Prince,Prince,Handmaid,Guard
Baron.opp	3	3	Guard
Guard	8	8	Guard,Guard,Handmaid,Guard
Prince.end	10	10	
Guard	5	5	
Guard	4	4	
Guard	3	3	Guard
Baron	4	4	
Prince.opp	5	5	Prince,Handmaid
Baron	2	2	Baron
Princess.end	10	10	
Guard	11	11	Guard,Handmaid,Prince,Countess,Guard
Baron	4	4	Baron,Guard
Guard	8	8	Guard,Handmaid,Guard,Guard
Guard	11	11	Guard,Countess,Guard,King,Priest,Guard
Baron.opp	10	10	Priest,Guard,Handmaid,Guard
Baron	9	9	
Guard	4	4	
Baron.opp	2	2	
Baron	3	3	
Baron	7	7	
Baron.opp	6	6	Guard,Guard
Guard	5	5	
Baron	2	2	
Baron.opp	2	2	
Baron	7	7	
Guard	2	2	
Guard	8	8	
Baron	9	9	Baron,Guard,Guard,Prince
Baron	2	2	Baron
Baron	9	9	Baron,Handmaid,Prince,Prince,Priest
Baron	3	3	
Baron	7	7	Baron,Guard,Handmaid
Baron	5	5	
King.end	10	10	
Baron	2	2	
Baron.opp	10	10	Countess,King,Guard,Princess
Guard	7	7	Guard,Handmaid,Guard
Baron	6	6	
Guard	3	3	Guard
Guard	6	6	
Guard	2	2	
Guard	11	11	
Guard	3	3	Guard
Guard	3	3	
Baron	2	2	
Baron	4	4	
Guard	2	2	Guard
Baron	6	6	
Baron.opp	3	3	
Baron	9	9	
Prince.opp	5	5	Prince,Handmaid
Baron	7	7	Baron,Handmaid,King
Baron	5	5	
Guard	11	11	Guard,Handmaid,Prince,Guard,Guard,Prince
Baron.opp	2	2	
Baron.opp	2	2	
Guard	10	10	Guard,Baron,Guard,Guard,Priest,King
Baron	2	2	Baron
Baron	6	6	
Baron	5	5	Baron,Guard
Guard	3	3	
Guard	2	2	
Baron	7	7	
Guard	3	3	Guard
Guard	11	11	
Baron	2	2	
Baron.opp	2	2	
Guard	7	7	Guard,Guard,Priest,King
Baron	2	2	Baron
Baron	3	3	
Baron	4	4	Baron,Priest
Guard	9	9	
Baron.opp	2	2	
Baron	2	2	Baron
Baron	5	5	
Prince.opp	8	8	Prince,Countess,Guard
Baron.opp	2	2	
Baron.opp	7	7	Priest,Guard,Prince
Baron	7	7	
Baron	8	8	
Baron	2	2	
Baron	7	7	Baron,Handmaid,Guard
Baron.opp	7	7	
Baron.opp	9	9	Prince,Prince,Priest
Baron	3	3	
Baron	10	10	Baron,Guard,Guard,Prince,Baron
Guard	2	2	Guard
Princess.end	10	10	
Baron	2	2	
Baron	4	4	
Baron	7	7	
Baron	3	3	Baron
Prince.opp	7	7	Prince,Guard,Priest
Baron	7	7	
Baron	7	7	
Guard	2	2	Guard
Baron	2	2	Baron
Guard	8	8	Guard,Priest,Guard,Guard
Guard	11	11	
Baron	2	2	
Baron.opp	2	2	
Baron	9	9	Baron,Priest,Guard,King
Baron	2	2	Baron
Baron.opp	3	3	Priest
Baron	2	2	Baron
Baron	5	5	
Guard	4	4	
Baron	2	2	
Guard	5	5	
Guard	4	4	
Guard	2	2	
Baron	2	2	
Baron	5	5	
Guard	11	11	Guard,Guard,Guard,Prince,Guard,Prince
Baron.opp	2	2	
Baron.opp	7	7	Priest,Guard,Prince
Baron	7	7	Baron,Guard,Princess
Baron	2	2	Baron
Prince.end	10	10	Guard,Handmaid,Handmaid,Priest,Princess
Baron	7	7	
Guard	3	3	Guard
Baron.opp	11	11	
Guard	7	7	Guard,Guard,Guard
Guard	11	11	
Baron	2	2	
Baron.opp	2	2	
Guard	10	10	
Baron.opp	7	7	
Baron	2	2	
Baron	6	6	
Guard	4	4	
Baron.opp	2	2	
Baron.opp	2	2	
Guard	7	7	Guard,King,Guard,Princess
Baron	2	2	Baron
Baron	3	3	
Guard	10	10	
Baron	7	7	
Guard	11	11	Guard,Handmaid,Priest,Priest,Guard
Baron	6	6	Baron,King,Guard
Baron	6	6	
Guard	7	7	Guard,King,Priest
Baron.opp	4	4	
Baron	2	2	
Prince.end	10	10	Guard,Handmaid,Priest,Prince,Countess,Handmaid
Guard	10	10	Guard,Baron,Priest,King
Baron	2	2	Baron
Baron.opp	3	3	Priest
Baron.opp	7	7	Baron,Priest,Guard
Guard	3	3	
Guard	11	11	
Guard	3	3	Guard
Countess.end	10	10	Handmaid,Guard,Prince,Guard
Baron	9	9	Baron,Priest,Guard,King
Baron	2	2	Baron
Baron	3	3	
Baron	6	6	
Baron	5	5	Baron,Guard
Baron.opp	9	9	Princess,Countess,Guard,Guard
Baron.opp	9	9	Priest,King,Guard,Guard
Guard	2	2	Guard
Baron.opp	5	5	Princess,Guard
Baron	2	2	Baron
Baron	3	3	
Guard	3	3	Guard
Baron.opp	7	7	
Guard	4	4	
Baron	6	6	
Guard	4	4	
Baron	5	5	Baron,King
Guard	5	5	Guard,Handmaid
Baron.opp	3	3	Guard
Princess.end	10	10	
Baron.opp	4	4	Guard
Baron.opp	7	7	
Prince.opp	3	3	
Baron	8	8	
Baron	5	5	Baron,Guard
Prince.opp	10	10	
Baron.opp	7	7	
Baron	6	6	Baron,Guard,Prince
Baron.opp	5	5	Priest,Guard
Baron.opp	4	4	
Baron	2	2	
Guard	2	2	
Baron	7	7	
Guard	4	4	
Guard	5	5	Guard,Priest
Guard	5	5	
Guard	3	3	Guard
Guard	7	7	
Guard	2	2	
Baron	2	2	
Guard	2	2	
Baron.opp	7	7	
Prince.opp	10	10	Priest,Handmaid,Priest,Guard
Baron	6	6	Baron,Guard,Guard
Guard	11	11	Guard,Guard,Baron,Prince,Guard,Guard
Baron.opp	8	8	
Guard	11	11	
Baron	2	2	
Baron.opp	2	2	
Baron.opp	4	4	
Guard	9	9	
Guard	2	2	
Prince.opp	10	10	Prince,Countess,Guard,Princess,Guard
Baron.opp	6	6	
Guard	3	3	Guard
Baron.opp	5	5	Guard,Priest
Guard	11	11	Guard,Handmaid,Priest,Handmaid,Guard
Guard	2	2	Guard
Baron	8	8	
Baron	4	4	
Guard	11	11	
Guard	6	6	
Baron.opp	2	2	
Guard	5	5	
Guard	7	7	
Guard	5	5	
Guard	4	4	
Guard	2	2	
Baron	5	5	
Baron	2	2	
Baron	3	3	Baron
Baron.opp	8	8	
Guard	9	9	
Guard	11	11	
Baron.opp	8	8	Guard,King,Priest
Baron	8	8	
Baron	2	2	
Baron	8	8	Baron,Guard,Handmaid
Baron.opp	8	8	
Guard	11	11	
Baron.opp	3	3	
Baron.opp	2	2	
Guard	3	3	
Baron.opp	5	5	Priest,Guard
Baron	3	3	
Baron	2	2	
Baron	3	3	Baron
Baron.opp	8	8	
Guard	11	11	
Guard	2	2	
Baron.opp	9	9	Prince,Countess,Priest
Baron	4	4	Baron,Guard
Guard	7	7	Guard,Guard,Princess
Baron.opp	8	8	Prince,Countess,Guard
Baron.opp	9	9	
Guard.end	10	10	
Baron.opp	6	6	Guard,Handmaid
Baron.opp	3	3	Guard
Guard	2	2	Guard
Baron.opp	8	8	
Baron	7	7	
Baron.opp	3	3	
Baron.opp	6	6	Countess,Priest
Baron	4	4	Baron,Guard
Baron.opp	6	6	Princess,Prince
Guard	5	5	Guard,Countess,Guard
Baron.opp	3	3	Guard
Baron.opp	3	3	Guard
Baron.opp	4	4	
Guard	11	11	
Baron.opp	9	9	
Baron.opp	2	2	
Baron	7	7	Baron,Prince,Guard
Baron	9	9	
Baron	7	7	
Baron	10	10	Baron,Countess,Handmaid,Guard
Guard	10	10	Guard,Priest,Prince,Guard,Countess
Baron.opp	5	5	Guard,Priest
Guard	2	2	Guard
Guard	2	2	Guard
Guard	11	11	Guard,Guard,Baron,Handmaid,Handmaid,Guard
Baron	3	3	
Baron	7	7	
Baron	4	4	
Guard	7	7	
Baron.end	10	10	Guard,Handmaid,King,Prince,Guard,Prince
Princess.end	10	10	Guard,Prince,Countess,Handmaid,Guard,Priest
Prince.end	10	10	
Baron	5	5	Baron,Guard
Baron.opp	2	2	
Baron.opp	3	3	
Guard	2	2	Guard
Guard	2	2	Guard
Baron	3	3	
Baron.opp	2	2	
Baron.opp	5	5	Baron,Guard
Prince.opp	2	2	
Baron.opp	7	7	King,Guard,Prince
Prince.opp	10	10	Prince,Countess,Handmaid,Priest,Guard
Prince.end	10	10	Guard,Handmaid,King,Guard,Countess
Baron	7	7	
Baron.opp	3	3	
Baron.opp	6	6	Countess,Priest
Baron	4	4	Baron,Guard
Guard	8	8	Guard,King,Guard,Prince,Princess
Baron	7	7	Baron,Countess,Guard
Baron	9	9	Baron,Priest,Prince,Handmaid,Guard
King.end	10	10	
Baron	5	5	
Baron	4	4	Baron,Baron
Baron	2	2	Baron
Baron	3	3	
Baron.opp	2	2	
Baron	4	4	Baron,Guard
Baron	6	6	Baron,Prince
Baron.opp	8	8	
Guard	11	11	Guard,Countess,Handmaid,Prince,Guard
Prince.opp	10	10	
Baron.opp	5	5	Guard,Priest
Baron.opp	2	2	
Guard	4	4	
Prince.opp	10	10	
Guard	2	2	
Baron.opp	8	8	Princess,Guard,Handmaid
Baron	6	6	
Prince.end	10	10	
Baron	7	7	
Baron	9	9	
Guard	9	9	Guard,Guard,Guard,Prince
Baron.opp	5	5	Guard,Priest
Baron.opp	2	2	
Baron.opp	3	3	
Guard	4	4	
Baron	4	4	Baron,Guard
Guard	7	7	Guard,Prince,Guard,Princess
Baron.opp	8	8	
Baron	9	9	
Prince.opp	10	10	
Guard	5	5	
Baron	4	4	Baron,Baron
Baron	2	2	Baron
Prince.opp	10	10	
Guard	4	4	
Guard	3	3	Guard
Countess.end	10	10	Guard,Handmaid,Baron,Priest,Guard,Guard
Baron	2	2	Baron
Prince.opp	4	4	
Guard	5	5	Guard,Guard
Baron	9	9	Baron,Prince,Priest,Handmaid,Guard
Guard	3	3	
Princess.end	10	10	
Baron.opp	5	5	
Baron.opp	7	7	
Guard	10	10	
Baron.opp	5	5	
Guard	2	2	Guard
Guard	3	3	
Guard	10	10	
Baron.opp	5	5	
Baron	4	4	Baron,Baron
Baron	2	2	Baron
Prince.opp	10	10	Prince,Guard,Handmaid,Handmaid,Guard
Baron	2	2	Baron
Guard	11	11	Guard,Priest,Guard,Guard,Handmaid
Baron	7	7	Baron,Handmaid,Guard,Guard
Baron	9	9	Baron,Prince,Priest,Handmaid,Guard
Guard	3	3	
Baron	5	5	
Baron	4	4	Baron
Baron	2	2	Baron
Guard	11	11	
Baron.opp	5	5	
Prince.opp	10	10	
Baron	9	9	
Baron.opp	5	5	
Guard	10	10	Guard,Priest,Guard,Prince,Countess
Baron.opp	5	5	
Baron	4	4	Baron
Baron	2	2	Baron
Prince.opp	10	10	
Baron	2	2	Baron
Prince.end	10	10	Guard,Guard,Priest,Guard,Handmaid,Handmaid
Princess.end	10	10	
Baron.opp	5	5	
Baron	10	10	Baron,Guard,Guard,Guard
Baron.opp	7	7	
Baron	4	4	Baron
Baron	2	2	Baron
Guard	11	11	
Baron.opp	5	5	
Guard	8	8	
Prince.opp	4	4	
Guard	8	8	Guard,Baron,Priest,Guard
Princess.end	10	10	Guard,King,Priest,Prince,Guard
Baron.opp	2	2	
Guard	3	3	Guard
Baron	9	9	Baron,Countess,Priest,King,Guard
Guard	4	4	
Baron.opp	5	5	
Guard	7	7	Guard,Guard,Priest
Prince.opp	10	10	Prince,Guard,Handmaid,Handmaid,Guard
Baron	2	2	Baron
Guard	11	11	Guard,Priest,Guard,Guard,Handmaid
Guard	10	10	Guard,Handmaid,Handmaid,Guard,Guard
Baron	2	2	Baron
Guard	10	10	
Baron	3	3	Baron
Baron	2	2	Baron
Prince.opp	10	10	King,Prince,Guard,Handmaid,Handmaid,Guard
Baron	2	2	Baron
Guard	4	4	Guard,Handmaid
Baron.end	10	10	Guard,Countess,Handmaid,Guard,Guard
Baron	2	2	Baron
Prince.opp	10	10	Prince,Guard,Princess,King,Guard
Prince.end	10	10	Handmaid,Guard,Handmaid,Guard,King
Baron	2	2	Baron
Guard	11	11	
Baron	9	9	
Baron.opp	3	3	
Guard	5	5	
Guard	2	2	
Baron	4	4	
Baron	9	9	
Baron	2	2	Baron
Guard	11	11	Guard,Priest,Guard,Handmaid,Handmaid
Baron.opp	9	9	
Guard	3	3	Guard
Guard	11	11	Guard,Handmaid,King,Prince,Guard
Baron.opp	4	4	
Baron	6	6	
Prince.opp	10	10	Prince,Handmaid,Priest,Prince,Guard
Baron	7	7	
Baron	4	4	
Prince.opp	10	10	
Baron.opp	3	3	
Baron.opp	5	5	Guard,Handmaid
