Depth	Name	Value	Visits	Parent_Name	Game_State	Game_Features	Game_State_Heuristic	Action_Name	Best_Action
0	Node_1	0.101	311	None	games.catan.CatanGameState@6a1bd72a	{"SCORE":1.0,"SCORE_ADV":-2.0,"ORDINAL":0.5,"OUR_TURN":1.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.002}	0.100	None	p0 settles (x=3 y=2 vertex=1)
1	Node_2	0.100	12	Node_1	games.catan.CatanGameState@f5c1fb38	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":1.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 settles (x=2 y=5 vertex=2)	p0 Buy:Road (x=1 y=6 edge=5)
1	Node_3	0.100	12	Node_1	games.catan.CatanGameState@6d6aee6f	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":1.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 settles (x=3 y=1 vertex=1)	p0 Buy:Road (x=3 y=1 edge=0)
1	Node_4	0.100	12	Node_1	games.catan.CatanGameState@b81c779c	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 settles (x=1 y=4 vertex=3)	p0 Buy:Road (x=1 y=4 edge=2)
1	Node_5	0.100	12	Node_1	games.catan.CatanGameState@218c6f49	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 settles (x=4 y=4 vertex=1)	p0 Buy:Road (x=5 y=5 edge=4)
1	Node_6	0.100	12	Node_1	games.catan.CatanGameState@a80ee97	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 settles (x=5 y=3 vertex=1)	p0 Buy:Road (x=5 y=4 edge=4)
1	Node_7	0.100	13	Node_1	games.catan.CatanGameState@dabf0524	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":1.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 settles (x=2 y=3 vertex=1)	p0 Buy:Road (x=2 y=3 edge=0)
1	Node_8	0.100	12	Node_1	games.catan.CatanGameState@a40e9d3c	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 settles (x=2 y=4 vertex=0)	p0 Buy:Road (x=3 y=3 edge=1)
1	Node_9	0.100	12	Node_1	games.catan.CatanGameState@b6b50879	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 settles (x=1 y=3 vertex=1)	p0 Buy:Road (x=2 y=3 edge=2)
1	Node_10	0.100	13	Node_1	games.catan.CatanGameState@e9d7bde6	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	p0 settles (x=1 y=3 vertex=3)	p0 Buy:Road (x=1 y=3 edge=2)
