GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Positions(Barghest Minion 1),Positions(Hero 1),Positions(Barghest Minion 3),Positions(Barghest Minion 2),Positions(Hero 3),Positions(Hero 2),Positions(Hero 4),Positions(Goblin Minion 3),Positions(Goblin Minion 4),Positions(Goblin Minion 1),Positions(Goblin Minion 2),Positions(Goblin Master),Positions(Barghest Master),Heroes(Hero 2 Archetype),Heroes(Hero 1 Archetype),Heroes(Hero 1 Class),Heroes(Hero 3 Class),Heroes(Hero 2 Class),Heroes(Hero 4 Archetype),Heroes(Hero 1),Heroes(Hero 3),Heroes(Hero 3 Archetype),Heroes(Hero 2),Heroes(Hero 4 Class),Heroes(Hero 4)
-1533947634,Descent2e,0,ABOUT_TO_START,0,0,5,2,"(6,4)","(2,15)","(7,3)","(11,6)","(2,16)","(1,15)","(1,16)","(2,5)","(5,6)","(4,2)","(3,6)","(5,5)","(11,4)",Healer,Scout,Thief,Runemaster,Disciple,Warrior,Jain Fairwood,Widow Tarha,Mage,Avric Albright,Berserker,Grisban the Thirsty
