GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerName-0,Player-0 rank,Player-2 rank,Player-4 rank,Player-1 rank,Player-4,Player-1,Player-0,Player-3,Player-3 rank,Player-2,PlayerName-1,PlayerName-2,PlayerName-3,PlayerName-4
-1533947634,Descent2e,4,GAME_OVER,288,0,5,2,OSLA,1,2,2,2,2,2,1,2,2,2,OSLA,OSLA,OSLA,OSLA
