GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,RoundCounter
-1533947634,Descent2e,0,ROUND_OVER,117,12,5,2,
-1533947634,Descent2e,1,ROUND_OVER,177,12,5,2,
-1533947634,Descent2e,2,ROUND_OVER,243,13,5,2,
-1533947634,Descent2e,3,ROUND_OVER,287,12,5,2,
