GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Hero 2 Archetype,Hero 1 Archetype,Hero 1 Class,Hero 3 Class,Hero 2 Class,Hero 4 Archetype,Hero 1,Hero 3,Hero 3 Archetype,Hero 2,Hero 4 Class,Hero 4
-1533947634,Descent2e,0,ABOUT_TO_START,0,0,5,2,Healer,Scout,Thief,Runemaster,Disciple,Warrior,Jain Fairwood,Widow Tarha,Mage,Avric Albright,Berserker,Grisban the Thirsty
