GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,LeaderGap,PlayerName-0,Player-4,Player-1,Average,Player-0,Player-3,Player-2,PlayerName-1,PlayerName-2,PlayerName-3,PlayerName-4
-1533947634,Descent2e,0,ACTION_CHOSEN,0,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,1,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,2,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,3,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,4,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,5,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,6,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,7,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,8,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,9,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,10,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,11,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,12,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,13,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,14,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,15,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,16,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,17,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,18,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,19,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,20,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,21,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,22,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,23,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,24,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,25,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,26,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,27,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,28,0,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,29,1,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,30,1,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,31,1,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,32,1,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,33,1,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,34,1,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,35,1,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,36,1,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,37,1,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
-1533947634,Descent2e,0,ACTION_CHOSEN,38,1,5,2,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA,OSLA
