GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerName-0,Player-4,Player-1,Player-0,Player-3,Player-2,PlayerName-1,PlayerName-2,PlayerName-3,PlayerName-4
-1533947634,Descent2e,4,GAME_OVER,288,0,5,2,OSLA,-12.5,-12.5,12.5,-12.5,-12.5,OSLA,OSLA,OSLA,OSLA
