GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Positions(Barghest Minion 1),Positions(Hero 1),Positions(Barghest Minion 3),Positions(Barghest Minion 2),Positions(Hero 3),Positions(Hero 2),Positions(Hero 4),Positions(Goblin Minion 3),Positions(Goblin Minion 4),Positions(Goblin Minion 1),Positions(Goblin Minion 2),Positions(Goblin Master),Positions(Barghest Master),Heroes(Hero 2 Archetype),Heroes(Hero 1 Archetype),Heroes(Hero 1 Class),Heroes(Hero 3 Class),Heroes(Hero 2 Class),Heroes(Hero 1),Heroes(Hero 3),Heroes(Hero 3 Archetype),Heroes(Hero 2)
-2106311596,Descent2e,0,ABOUT_TO_START,0,0,4,2,"(8,3)","(2,15)",,"(11,5)","(1,15)","(2,16)",,"(5,4)",,"(2,3)","(3,7)","(2,4)","(10,3)",Scout,Mage,Runemaster,Disciple,Thief,Leoric of the Book,Avric Albright,Healer,Tomble Burrowell
-434876880,Descent2e,0,ABOUT_TO_START,0,0,4,3,"(11,4)","(1,15)",,"(10,3)","(2,16)","(1,16)",,"(5,5)",,"(2,3)","(5,4)","(3,4)","(9,4)",Warrior,Mage,Runemaster,Thief,Berserker,Leoric of the Book,Jain Fairwood,Scout,Syndrael
-1531226042,Descent2e,0,ABOUT_TO_START,0,0,4,4,"(9,3)","(2,16)",,"(8,2)","(1,15)","(1,16)",,"(3,5)",,"(5,5)","(3,3)","(3,7)","(6,3)",Healer,Scout,Thief,Runemaster,Disciple,Jain Fairwood,Widow Tarha,Mage,Ashrian
1472162448,Descent2e,0,ABOUT_TO_START,0,0,4,5,"(10,5)","(2,15)",,"(6,5)","(1,15)","(1,16)",,"(2,7)",,"(4,5)","(2,2)","(3,5)","(7,2)",Scout,Warrior,Berserker,Runemaster,Thief,Grisban the Thirsty,Leoric of the Book,Mage,Tomble Burrowell
1098128611,Descent2e,0,ABOUT_TO_START,0,0,4,6,"(9,4)","(2,15)",,"(8,6)","(1,16)","(1,15)",,"(2,5)",,"(5,2)","(2,2)","(5,4)","(10,5)",Warrior,Scout,Thief,Disciple,Berserker,Jain Fairwood,Avric Albright,Healer,Grisban the Thirsty
726075031,Descent2e,0,ABOUT_TO_START,0,0,4,7,"(10,6)","(2,16)",,"(10,3)","(2,15)","(1,15)",,"(5,7)",,"(4,2)","(3,4)","(5,6)","(7,2)",Scout,Healer,Disciple,Runemaster,Thief,Ashrian,Widow Tarha,Mage,Tomble Burrowell
1949019889,Descent2e,0,ABOUT_TO_START,0,0,4,8,"(10,6)","(1,16)",,"(10,3)","(2,16)","(2,15)",,"(2,6)",,"(3,5)","(4,7)","(2,4)","(11,4)",Mage,Warrior,Berserker,Thief,Runemaster,Syndrael,Tomble Burrowell,Scout,Widow Tarha
-868400014,Descent2e,0,ABOUT_TO_START,0,0,4,9,"(9,6)","(2,15)",,"(6,4)","(2,16)","(1,16)",,"(5,6)",,"(4,5)","(4,3)","(2,6)","(11,6)",Mage,Warrior,Berserker,Thief,Runemaster,Syndrael,Jain Fairwood,Scout,Widow Tarha
1658705723,Descent2e,0,ABOUT_TO_START,0,0,4,10,"(11,6)","(2,15)",,"(7,4)","(1,16)","(2,16)",,"(2,7)",,"(3,6)","(4,2)","(3,7)","(10,6)",Warrior,Healer,Disciple,Runemaster,Berserker,Avric Albright,Leoric of the Book,Mage,Grisban the Thirsty
-1459022739,Descent2e,0,ABOUT_TO_START,0,0,4,11,"(6,3)","(2,16)",,"(11,4)","(1,15)","(2,15)",,"(2,5)",,"(4,4)","(2,7)","(4,7)","(9,6)",Healer,Scout,Thief,Runemaster,Disciple,Jain Fairwood,Leoric of the Book,Mage,Avric Albright
686380075,Descent2e,0,ABOUT_TO_START,0,0,4,12,"(9,5)","(2,15)",,"(9,2)","(1,15)","(2,16)",,"(5,3)",,"(5,2)","(3,6)","(3,5)","(10,4)",Warrior,Scout,Thief,Disciple,Berserker,Jain Fairwood,Ashrian,Healer,Grisban the Thirsty
-1832735679,Descent2e,0,ABOUT_TO_START,0,0,4,13,"(6,4)","(1,16)",,"(11,4)","(1,15)","(2,15)",,"(2,6)",,"(5,4)","(4,7)","(4,3)","(8,2)",Healer,Scout,Thief,Berserker,Disciple,Tomble Burrowell,Grisban the Thirsty,Warrior,Avric Albright
-170836685,Descent2e,0,ABOUT_TO_START,0,0,4,14,"(10,4)","(2,16)",,"(11,6)","(1,16)","(2,15)",,"(2,3)",,"(5,2)","(3,2)","(4,4)","(6,5)",Healer,Scout,Thief,Berserker,Disciple,Jain Fairwood,Grisban the Thirsty,Warrior,Avric Albright
192253389,Descent2e,0,ABOUT_TO_START,0,0,4,15,"(6,5)","(1,16)",,"(8,6)","(1,15)","(2,15)",,"(3,4)",,"(3,3)","(3,5)","(2,5)","(8,3)",Warrior,Healer,Disciple,Runemaster,Berserker,Ashrian,Widow Tarha,Mage,Syndrael
-1288883639,Descent2e,0,ABOUT_TO_START,0,0,4,16,"(10,4)","(2,16)",,"(6,2)","(1,15)","(2,15)",,"(2,2)",,"(5,3)","(5,7)","(2,5)","(8,2)",Mage,Healer,Disciple,Thief,Runemaster,Avric Albright,Tomble Burrowell,Scout,Widow Tarha
495210545,Descent2e,0,ABOUT_TO_START,0,0,4,17,"(10,3)","(2,16)",,"(9,4)","(1,15)","(1,16)",,"(4,6)",,"(5,2)","(4,2)","(5,3)","(7,2)",Warrior,Scout,Thief,Runemaster,Berserker,Tomble Burrowell,Widow Tarha,Mage,Syndrael
623067577,Descent2e,0,ABOUT_TO_START,0,0,4,18,"(7,2)","(2,15)",,"(6,4)","(1,15)","(2,16)",,"(2,7)",,"(2,5)","(3,4)","(5,6)","(11,6)",Mage,Warrior,Berserker,Thief,Runemaster,Grisban the Thirsty,Jain Fairwood,Scout,Leoric of the Book
1348299175,Descent2e,0,ABOUT_TO_START,0,0,4,19,"(7,4)","(2,16)",,"(9,4)","(2,15)","(1,16)",,"(4,5)",,"(5,7)","(4,4)","(5,6)","(9,6)",Warrior,Healer,Disciple,Runemaster,Berserker,Avric Albright,Widow Tarha,Mage,Grisban the Thirsty
-371345131,Descent2e,0,ABOUT_TO_START,0,0,4,20,"(7,2)","(2,15)",,"(9,6)","(1,16)","(2,16)",,"(3,3)",,"(3,7)","(5,2)","(2,4)","(10,5)",Warrior,Healer,Disciple,Thief,Berserker,Ashrian,Jain Fairwood,Scout,Syndrael
1431328153,Descent2e,0,ABOUT_TO_START,0,0,4,21,"(9,3)","(2,16)",,"(8,2)","(2,15)","(1,16)",,"(3,7)",,"(3,6)","(4,5)","(5,6)","(10,4)",Healer,Warrior,Berserker,Runemaster,Disciple,Syndrael,Widow Tarha,Mage,Avric Albright
-538768873,Descent2e,0,ABOUT_TO_START,0,0,4,22,"(8,6)","(1,16)",,"(7,4)","(2,16)","(2,15)",,"(2,7)",,"(4,2)","(3,5)","(5,5)","(8,2)",Healer,Mage,Runemaster,Berserker,Disciple,Widow Tarha,Syndrael,Warrior,Avric Albright
-131927630,Descent2e,0,ABOUT_TO_START,0,0,4,23,"(10,5)","(2,16)",,"(9,6)","(1,16)","(2,15)",,"(2,2)",,"(4,7)","(4,6)","(4,3)","(7,2)",Healer,Scout,Thief,Berserker,Disciple,Tomble Burrowell,Grisban the Thirsty,Warrior,Ashrian
625973931,Descent2e,0,ABOUT_TO_START,0,0,4,24,"(10,3)","(2,16)",,"(9,4)","(2,15)","(1,15)",,"(2,3)",,"(2,4)","(5,6)","(4,3)","(11,6)",Mage,Scout,Thief,Berserker,Runemaster,Jain Fairwood,Syndrael,Warrior,Widow Tarha
-2122080756,Descent2e,0,ABOUT_TO_START,0,0,4,25,"(6,5)","(2,16)",,"(7,2)","(1,16)","(1,15)",,"(3,3)",,"(2,2)","(3,7)","(2,7)","(7,4)",Mage,Warrior,Berserker,Disciple,Runemaster,Grisban the Thirsty,Ashrian,Healer,Leoric of the Book
-12038281,Descent2e,0,ABOUT_TO_START,0,0,4,26,"(11,5)","(2,15)",,"(10,3)","(1,16)","(1,15)",,"(5,6)",,"(4,2)","(3,3)","(2,3)","(9,2)",Healer,Warrior,Berserker,Thief,Disciple,Syndrael,Tomble Burrowell,Scout,Avric Albright
-1249517663,Descent2e,0,ABOUT_TO_START,0,0,4,27,"(9,4)","(1,16)",,"(7,3)","(2,15)","(2,16)",,"(3,3)",,"(5,4)","(3,4)","(5,3)","(11,4)",Mage,Healer,Disciple,Thief,Runemaster,Avric Albright,Tomble Burrowell,Scout,Widow Tarha
2136666787,Descent2e,0,ABOUT_TO_START,0,0,4,28,"(6,3)","(1,15)",,"(9,6)","(1,16)","(2,16)",,"(4,6)",,"(4,5)","(3,4)","(2,6)","(7,2)",Warrior,Healer,Disciple,Thief,Berserker,Ashrian,Jain Fairwood,Scout,Syndrael
-546977367,Descent2e,0,ABOUT_TO_START,0,0,4,29,"(8,6)","(1,15)",,"(7,2)","(2,15)","(2,16)",,"(3,6)",,"(5,7)","(3,2)","(2,5)","(10,6)",Scout,Warrior,Berserker,Disciple,Thief,Grisban the Thirsty,Ashrian,Healer,Tomble Burrowell
1617417385,Descent2e,0,ABOUT_TO_START,0,0,4,30,"(10,5)","(2,15)",,"(9,5)","(1,16)","(2,16)",,"(3,7)",,"(5,5)","(4,5)","(5,2)","(11,6)",Healer,Scout,Thief,Berserker,Disciple,Tomble Burrowell,Grisban the Thirsty,Warrior,Ashrian
167221652,Descent2e,0,ABOUT_TO_START,0,0,4,31,"(9,4)","(1,15)",,"(10,3)","(2,16)","(1,16)",,"(4,5)",,"(3,7)","(2,5)","(4,6)","(10,5)",Healer,Warrior,Berserker,Runemaster,Disciple,Syndrael,Leoric of the Book,Mage,Ashrian
1685666676,Descent2e,0,ABOUT_TO_START,0,0,4,32,"(10,4)","(2,16)",,"(6,2)","(1,15)","(1,16)",,"(2,3)",,"(2,7)","(3,5)","(4,5)","(8,2)",Mage,Healer,Disciple,Berserker,Runemaster,Avric Albright,Grisban the Thirsty,Warrior,Leoric of the Book
1184008882,Descent2e,0,ABOUT_TO_START,0,0,4,33,"(7,4)","(2,15)",,"(6,2)","(1,16)","(2,16)",,"(2,4)",,"(5,6)","(4,2)","(4,4)","(10,4)",Scout,Healer,Disciple,Berserker,Thief,Ashrian,Grisban the Thirsty,Warrior,Jain Fairwood
-359467998,Descent2e,0,ABOUT_TO_START,0,0,4,34,"(8,2)","(2,16)",,"(9,4)","(1,15)","(1,16)",,"(2,3)",,"(2,7)","(3,7)","(4,7)","(7,2)",Scout,Warrior,Berserker,Disciple,Thief,Syndrael,Avric Albright,Healer,Tomble Burrowell
965886417,Descent2e,0,ABOUT_TO_START,0,0,4,35,"(10,6)","(2,15)",,"(9,3)","(2,16)","(1,15)",,"(2,4)",,"(3,5)","(5,7)","(2,5)","(6,4)",Healer,Warrior,Berserker,Runemaster,Disciple,Syndrael,Widow Tarha,Mage,Ashrian
-33376745,Descent2e,0,ABOUT_TO_START,0,0,4,36,"(10,6)","(1,15)",,"(7,2)","(1,16)","(2,16)",,"(3,4)",,"(2,3)","(2,2)","(3,6)","(9,5)",Mage,Healer,Disciple,Berserker,Runemaster,Ashrian,Syndrael,Warrior,Widow Tarha
1399594587,Descent2e,0,ABOUT_TO_START,0,0,4,37,"(10,3)","(2,16)",,"(7,2)","(1,15)","(1,16)",,"(4,2)",,"(3,2)","(2,2)","(4,7)","(6,4)",Healer,Mage,Runemaster,Thief,Disciple,Widow Tarha,Tomble Burrowell,Scout,Ashrian
-1240233401,Descent2e,0,ABOUT_TO_START,0,0,4,38,"(8,3)","(1,16)",,"(9,5)","(1,15)","(2,15)",,"(4,4)",,"(2,7)","(3,7)","(4,3)","(11,4)",Mage,Healer,Disciple,Berserker,Runemaster,Ashrian,Syndrael,Warrior,Widow Tarha
-1941664333,Descent2e,0,ABOUT_TO_START,0,0,4,39,"(8,6)","(2,16)",,"(6,4)","(2,15)","(1,15)",,"(3,6)",,"(3,2)","(4,5)","(5,5)","(9,5)",Scout,Mage,Runemaster,Berserker,Thief,Leoric of the Book,Syndrael,Warrior,Jain Fairwood
367536106,Descent2e,0,ABOUT_TO_START,0,0,4,40,"(7,4)","(1,16)",,"(8,2)","(2,15)","(1,15)",,"(4,3)",,"(3,2)","(4,4)","(5,6)","(8,6)",Warrior,Healer,Disciple,Runemaster,Berserker,Ashrian,Leoric of the Book,Mage,Grisban the Thirsty
66846436,Descent2e,0,ABOUT_TO_START,0,0,4,41,"(10,6)","(1,16)",,"(10,4)","(2,15)","(1,15)",,"(4,4)",,"(2,3)","(2,4)","(4,5)","(7,3)",Healer,Scout,Thief,Berserker,Disciple,Jain Fairwood,Grisban the Thirsty,Warrior,Avric Albright
977649644,Descent2e,0,ABOUT_TO_START,0,0,4,42,"(6,3)","(2,15)",,"(9,5)","(1,16)","(2,16)",,"(3,7)",,"(5,2)","(2,7)","(4,7)","(11,5)",Warrior,Scout,Thief,Runemaster,Berserker,Tomble Burrowell,Widow Tarha,Mage,Syndrael
1148164066,Descent2e,0,ABOUT_TO_START,0,0,4,43,"(9,4)","(1,15)",,"(7,3)","(1,16)","(2,15)",,"(4,3)",,"(3,6)","(2,6)","(5,3)","(9,2)",Warrior,Scout,Thief,Disciple,Berserker,Tomble Burrowell,Avric Albright,Healer,Grisban the Thirsty
-1028648233,Descent2e,0,ABOUT_TO_START,0,0,4,44,"(10,5)","(1,15)",,"(10,3)","(2,16)","(2,15)",,"(3,7)",,"(4,5)","(5,4)","(3,5)","(7,2)",Healer,Mage,Runemaster,Thief,Disciple,Widow Tarha,Tomble Burrowell,Scout,Ashrian
1818501865,Descent2e,0,ABOUT_TO_START,0,0,4,45,"(9,2)","(2,15)",,"(6,5)","(1,15)","(1,16)",,"(5,6)",,"(2,3)","(4,4)","(4,7)","(11,6)",Scout,Mage,Runemaster,Berserker,Thief,Widow Tarha,Syndrael,Warrior,Jain Fairwood
438663446,Descent2e,0,ABOUT_TO_START,0,0,4,46,"(11,4)","(1,16)",,"(6,3)","(2,16)","(1,15)",,"(3,5)",,"(2,3)","(5,7)","(2,2)","(10,4)",Mage,Scout,Thief,Disciple,Runemaster,Jain Fairwood,Ashrian,Healer,Widow Tarha
-581754428,Descent2e,0,ABOUT_TO_START,0,0,4,47,"(10,4)","(1,15)",,"(9,4)","(2,15)","(2,16)",,"(2,7)",,"(4,7)","(4,5)","(4,3)","(8,3)",Warrior,Healer,Disciple,Runemaster,Berserker,Avric Albright,Widow Tarha,Mage,Grisban the Thirsty
760007605,Descent2e,0,ABOUT_TO_START,0,0,4,48,"(9,4)","(2,16)",,"(10,4)","(1,15)","(1,16)",,"(3,4)",,"(4,6)","(4,3)","(3,3)","(11,5)",Mage,Warrior,Berserker,Disciple,Runemaster,Grisban the Thirsty,Ashrian,Healer,Leoric of the Book
-1487643144,Descent2e,0,ABOUT_TO_START,0,0,4,49,"(8,2)","(1,15)",,"(10,6)","(1,16)","(2,16)",,"(4,4)",,"(5,5)","(4,7)","(5,3)","(7,2)",Healer,Mage,Runemaster,Berserker,Disciple,Leoric of the Book,Grisban the Thirsty,Warrior,Ashrian
1534946312,Descent2e,0,ABOUT_TO_START,0,0,4,50,"(10,5)","(2,15)",,"(9,2)","(1,16)","(2,16)",,"(3,5)",,"(5,5)","(4,2)","(4,6)","(8,6)",Warrior,Mage,Runemaster,Thief,Berserker,Leoric of the Book,Tomble Burrowell,Scout,Grisban the Thirsty
-2005403598,Descent2e,0,ABOUT_TO_START,0,0,4,51,"(9,6)","(1,16)",,"(7,4)","(2,16)","(2,15)",,"(5,3)",,"(5,6)","(4,5)","(2,2)","(6,3)",Scout,Warrior,Berserker,Disciple,Thief,Grisban the Thirsty,Ashrian,Healer,Jain Fairwood
2077430509,Descent2e,0,ABOUT_TO_START,0,0,4,52,"(9,2)","(2,16)",,"(8,2)","(1,15)","(1,16)",,"(2,5)",,"(3,2)","(5,5)","(4,2)","(10,6)",Mage,Scout,Thief,Berserker,Runemaster,Tomble Burrowell,Syndrael,Warrior,Widow Tarha
-1038305692,Descent2e,0,ABOUT_TO_START,0,0,4,53,"(10,3)","(2,16)",,"(9,3)","(2,15)","(1,16)",,"(3,3)",,"(2,3)","(5,6)","(4,5)","(9,6)",Warrior,Healer,Disciple,Thief,Berserker,Avric Albright,Tomble Burrowell,Scout,Grisban the Thirsty
1531061373,Descent2e,0,ABOUT_TO_START,0,0,4,54,"(11,6)","(2,15)",,"(9,3)","(2,16)","(1,16)",,"(4,5)",,"(2,3)","(3,2)","(5,3)","(10,3)",Warrior,Scout,Thief,Runemaster,Berserker,Tomble Burrowell,Widow Tarha,Mage,Grisban the Thirsty
-133206162,Descent2e,0,ABOUT_TO_START,0,0,4,55,"(10,6)","(2,16)",,"(10,3)","(1,15)","(1,16)",,"(3,2)",,"(4,2)","(2,5)","(4,6)","(6,2)",Mage,Scout,Thief,Disciple,Runemaster,Jain Fairwood,Avric Albright,Healer,Widow Tarha
-1569778848,Descent2e,0,ABOUT_TO_START,0,0,4,56,"(9,3)","(1,16)",,"(7,3)","(1,15)","(2,16)",,"(3,3)",,"(5,7)","(3,6)","(3,5)","(10,3)",Healer,Mage,Runemaster,Thief,Disciple,Widow Tarha,Tomble Burrowell,Scout,Ashrian
-2077309864,Descent2e,0,ABOUT_TO_START,0,0,4,57,"(7,3)","(2,15)",,"(6,3)","(2,16)","(1,16)",,"(2,4)",,"(4,2)","(5,5)","(5,6)","(11,5)",Mage,Scout,Thief,Berserker,Runemaster,Tomble Burrowell,Grisban the Thirsty,Warrior,Leoric of the Book
-108824783,Descent2e,0,ABOUT_TO_START,0,0,4,58,"(10,3)","(1,15)",,"(8,6)","(2,15)","(2,16)",,"(4,5)",,"(2,5)","(5,7)","(5,5)","(6,5)",Warrior,Scout,Thief,Runemaster,Berserker,Tomble Burrowell,Widow Tarha,Mage,Syndrael
-130405803,Descent2e,0,ABOUT_TO_START,0,0,4,59,"(7,4)","(2,16)",,"(9,4)","(1,16)","(1,15)",,"(2,3)",,"(3,4)","(4,4)","(4,3)","(7,2)",Scout,Warrior,Berserker,Disciple,Thief,Grisban the Thirsty,Avric Albright,Healer,Tomble Burrowell
-110105720,Descent2e,0,ABOUT_TO_START,0,0,4,60,"(9,2)","(1,15)",,"(8,3)","(1,16)","(2,16)",,"(4,3)",,"(3,5)","(2,6)","(5,7)","(10,3)",Healer,Mage,Runemaster,Thief,Disciple,Leoric of the Book,Tomble Burrowell,Scout,Avric Albright
1416457774,Descent2e,0,ABOUT_TO_START,0,0,4,61,"(10,5)","(1,16)",,"(11,6)","(2,15)","(2,16)",,"(3,6)",,"(4,7)","(2,4)","(5,4)","(9,3)",Mage,Scout,Thief,Berserker,Runemaster,Tomble Burrowell,Grisban the Thirsty,Warrior,Leoric of the Book
1426270630,Descent2e,0,ABOUT_TO_START,0,0,4,62,"(10,6)","(1,15)",,"(6,4)","(2,16)","(1,16)",,"(2,2)",,"(4,4)","(2,3)","(5,3)","(7,2)",Scout,Mage,Runemaster,Disciple,Thief,Leoric of the Book,Ashrian,Healer,Tomble Burrowell
1234673872,Descent2e,0,ABOUT_TO_START,0,0,4,63,"(10,4)","(1,16)",,"(9,5)","(1,15)","(2,15)",,"(5,2)",,"(4,5)","(3,7)","(4,6)","(10,6)",Scout,Warrior,Berserker,Disciple,Thief,Grisban the Thirsty,Ashrian,Healer,Jain Fairwood
-903863075,Descent2e,0,ABOUT_TO_START,0,0,4,64,"(6,3)","(2,16)",,"(8,2)","(1,15)","(1,16)",,"(5,4)",,"(3,2)","(2,4)","(2,7)","(9,5)",Warrior,Mage,Runemaster,Thief,Berserker,Widow Tarha,Jain Fairwood,Scout,Syndrael
1959499265,Descent2e,0,ABOUT_TO_START,0,0,4,65,"(9,2)","(1,15)",,"(6,3)","(1,16)","(2,15)",,"(2,6)",,"(2,2)","(4,7)","(4,4)","(11,6)",Scout,Healer,Disciple,Runemaster,Thief,Ashrian,Leoric of the Book,Mage,Tomble Burrowell
438817316,Descent2e,0,ABOUT_TO_START,0,0,4,66,"(6,2)","(2,16)",,"(10,5)","(1,15)","(1,16)",,"(3,7)",,"(3,2)","(4,7)","(4,5)","(8,6)",Scout,Warrior,Berserker,Runemaster,Thief,Grisban the Thirsty,Widow Tarha,Mage,Tomble Burrowell
1872959888,Descent2e,0,ABOUT_TO_START,0,0,4,67,"(11,5)","(1,16)",,"(9,6)","(2,15)","(1,15)",,"(4,7)",,"(5,4)","(3,6)","(5,7)","(10,4)",Scout,Warrior,Berserker,Disciple,Thief,Grisban the Thirsty,Ashrian,Healer,Jain Fairwood
-22823559,Descent2e,0,ABOUT_TO_START,0,0,4,68,"(6,3)","(2,16)",,"(9,5)","(2,15)","(1,15)",,"(3,4)",,"(3,7)","(3,3)","(3,5)","(11,4)",Warrior,Mage,Runemaster,Thief,Berserker,Leoric of the Book,Jain Fairwood,Scout,Syndrael
2075102336,Descent2e,0,ABOUT_TO_START,0,0,4,69,"(8,6)","(1,16)",,"(7,2)","(2,16)","(1,15)",,"(3,4)",,"(5,5)","(2,4)","(2,3)","(11,6)",Healer,Warrior,Berserker,Thief,Disciple,Syndrael,Tomble Burrowell,Scout,Avric Albright
1055863808,Descent2e,0,ABOUT_TO_START,0,0,4,70,"(10,4)","(1,15)",,"(7,3)","(1,16)","(2,15)",,"(3,7)",,"(4,4)","(3,4)","(4,2)","(9,4)",Scout,Mage,Runemaster,Berserker,Thief,Leoric of the Book,Grisban the Thirsty,Warrior,Jain Fairwood
2088372985,Descent2e,0,ABOUT_TO_START,0,0,4,71,"(6,2)","(1,16)",,"(9,6)","(2,16)","(1,15)",,"(3,3)",,"(3,6)","(4,7)","(3,2)","(10,4)",Warrior,Healer,Disciple,Thief,Berserker,Avric Albright,Jain Fairwood,Scout,Syndrael
427468798,Descent2e,0,ABOUT_TO_START,0,0,4,72,"(8,6)","(1,16)",,"(10,4)","(1,15)","(2,16)",,"(4,6)",,"(2,7)","(2,3)","(3,3)","(6,3)",Mage,Warrior,Berserker,Disciple,Runemaster,Syndrael,Avric Albright,Healer,Leoric of the Book
-1818600187,Descent2e,0,ABOUT_TO_START,0,0,4,73,"(7,4)","(2,16)",,"(6,4)","(1,15)","(2,15)",,"(4,6)",,"(2,3)","(5,7)","(4,7)","(9,2)",Scout,Warrior,Berserker,Disciple,Thief,Grisban the Thirsty,Ashrian,Healer,Tomble Burrowell
-437019615,Descent2e,0,ABOUT_TO_START,0,0,4,74,"(9,2)","(2,16)",,"(7,2)","(2,15)","(1,15)",,"(3,4)",,"(5,4)","(4,6)","(2,7)","(8,2)",Scout,Warrior,Berserker,Disciple,Thief,Grisban the Thirsty,Avric Albright,Healer,Tomble Burrowell
1290999646,Descent2e,0,ABOUT_TO_START,0,0,4,75,"(7,3)","(2,15)",,"(11,4)","(1,15)","(2,16)",,"(2,6)",,"(3,4)","(5,6)","(4,7)","(8,6)",Scout,Mage,Runemaster,Berserker,Thief,Leoric of the Book,Syndrael,Warrior,Jain Fairwood
164685239,Descent2e,0,ABOUT_TO_START,0,0,4,76,"(10,6)","(1,16)",,"(9,3)","(2,15)","(1,15)",,"(4,7)",,"(5,2)","(4,3)","(3,5)","(6,2)",Mage,Warrior,Berserker,Thief,Runemaster,Grisban the Thirsty,Jain Fairwood,Scout,Widow Tarha
703547109,Descent2e,0,ABOUT_TO_START,0,0,4,77,"(8,2)","(1,16)",,"(6,2)","(2,16)","(2,15)",,"(5,4)",,"(4,6)","(3,4)","(3,3)","(9,2)",Mage,Healer,Disciple,Berserker,Runemaster,Ashrian,Grisban the Thirsty,Warrior,Leoric of the Book
-1312030273,Descent2e,0,ABOUT_TO_START,0,0,4,78,"(10,4)","(1,16)",,"(7,2)","(2,16)","(1,15)",,"(4,5)",,"(3,3)","(5,7)","(5,3)","(6,4)",Scout,Healer,Disciple,Berserker,Thief,Ashrian,Grisban the Thirsty,Warrior,Tomble Burrowell
-1834215313,Descent2e,0,ABOUT_TO_START,0,0,4,79,"(8,6)","(2,16)",,"(7,3)","(1,15)","(1,16)",,"(3,2)",,"(4,3)","(2,4)","(3,4)","(6,5)",Warrior,Healer,Disciple,Thief,Berserker,Avric Albright,Tomble Burrowell,Scout,Grisban the Thirsty
951295741,Descent2e,0,ABOUT_TO_START,0,0,4,80,"(6,2)","(1,15)",,"(6,5)","(1,16)","(2,16)",,"(3,3)",,"(5,2)","(2,5)","(2,6)","(11,6)",Scout,Warrior,Berserker,Runemaster,Thief,Syndrael,Widow Tarha,Mage,Tomble Burrowell
1990785033,Descent2e,0,ABOUT_TO_START,0,0,4,81,"(11,4)","(1,16)",,"(9,4)","(2,15)","(1,15)",,"(5,6)",,"(2,6)","(4,7)","(2,4)","(7,3)",Scout,Warrior,Berserker,Runemaster,Thief,Syndrael,Leoric of the Book,Mage,Jain Fairwood
-1203310738,Descent2e,0,ABOUT_TO_START,0,0,4,82,"(7,3)","(2,15)",,"(6,2)","(1,16)","(2,16)",,"(5,6)",,"(3,3)","(2,5)","(3,6)","(8,2)",Healer,Mage,Runemaster,Berserker,Disciple,Widow Tarha,Syndrael,Warrior,Ashrian
-1725370897,Descent2e,0,ABOUT_TO_START,0,0,4,83,"(10,5)","(1,16)",,"(6,4)","(1,15)","(2,16)",,"(4,2)",,"(4,5)","(4,6)","(5,3)","(8,2)",Healer,Mage,Runemaster,Thief,Disciple,Leoric of the Book,Jain Fairwood,Scout,Ashrian
-892019237,Descent2e,0,ABOUT_TO_START,0,0,4,84,"(9,4)","(2,16)",,"(8,6)","(2,15)","(1,16)",,"(3,5)",,"(4,2)","(3,2)","(4,4)","(6,5)",Scout,Mage,Runemaster,Disciple,Thief,Widow Tarha,Ashrian,Healer,Tomble Burrowell
-1651548995,Descent2e,0,ABOUT_TO_START,0,0,4,85,"(7,3)","(1,15)",,"(6,4)","(2,16)","(1,16)",,"(3,2)",,"(5,4)","(3,7)","(5,6)","(9,3)",Scout,Mage,Runemaster,Disciple,Thief,Widow Tarha,Ashrian,Healer,Jain Fairwood
1853651035,Descent2e,0,ABOUT_TO_START,0,0,4,86,"(7,2)","(2,15)",,"(11,4)","(1,16)","(1,15)",,"(3,4)",,"(3,5)","(4,4)","(5,3)","(8,3)",Warrior,Healer,Disciple,Runemaster,Berserker,Avric Albright,Leoric of the Book,Mage,Grisban the Thirsty
-24902743,Descent2e,0,ABOUT_TO_START,0,0,4,87,"(11,4)","(2,15)",,"(8,3)","(1,15)","(2,16)",,"(5,2)",,"(2,4)","(4,2)","(3,5)","(9,2)",Scout,Mage,Runemaster,Berserker,Thief,Leoric of the Book,Grisban the Thirsty,Warrior,Jain Fairwood
-251801867,Descent2e,0,ABOUT_TO_START,0,0,4,88,"(6,2)","(2,16)",,"(8,2)","(2,15)","(1,16)",,"(2,6)",,"(5,4)","(3,2)","(2,4)","(10,4)",Mage,Warrior,Berserker,Thief,Runemaster,Syndrael,Tomble Burrowell,Scout,Widow Tarha
525998279,Descent2e,0,ABOUT_TO_START,0,0,4,89,"(8,6)","(2,15)",,"(8,2)","(1,16)","(2,16)",,"(5,7)",,"(5,3)","(5,4)","(5,5)","(9,5)",Scout,Healer,Disciple,Runemaster,Thief,Ashrian,Leoric of the Book,Mage,Tomble Burrowell
-1011630636,Descent2e,0,ABOUT_TO_START,0,0,4,90,"(7,3)","(2,15)",,"(6,2)","(1,15)","(2,16)",,"(4,5)",,"(3,5)","(2,3)","(2,7)","(6,4)",Mage,Healer,Disciple,Thief,Runemaster,Avric Albright,Tomble Burrowell,Scout,Leoric of the Book
-355679580,Descent2e,0,ABOUT_TO_START,0,0,4,91,"(11,6)","(2,16)",,"(11,4)","(1,16)","(2,15)",,"(3,4)",,"(3,7)","(2,4)","(3,2)","(8,6)",Mage,Healer,Disciple,Thief,Runemaster,Avric Albright,Jain Fairwood,Scout,Widow Tarha
