GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerName-0,Player-1,Player-0,Player-3,Player-2,PlayerName-1,PlayerName-2,PlayerName-3
625973931,Descent2e,4,GAME_OVER,238,0,4,24,OSLA,-8.333333333333332,8.333333333333332,-8.333333333333332,-8.333333333333332,OSLA,OSLA,OSLA
-2122080756,Descent2e,4,GAME_OVER,239,0,4,25,OSLA,-11.666666666666666,11.666666666666666,-11.666666666666666,-11.666666666666666,OSLA,OSLA,OSLA
-12038281,Descent2e,3,GAME_OVER,186,1,4,26,OSLA,16.42857142857143,-16.42857142857143,16.42857142857143,16.42857142857143,OSLA,OSLA,OSLA
-1249517663,Descent2e,4,GAME_OVER,244,0,4,27,OSLA,-15.0,15.0,-15.0,-15.0,OSLA,OSLA,OSLA
2136666787,Descent2e,4,GAME_OVER,265,0,4,28,OSLA,-15.0,15.0,-15.0,-15.0,OSLA,OSLA,OSLA
-546977367,Descent2e,4,GAME_OVER,210,0,4,29,OSLA,16.42857142857143,-16.42857142857143,16.42857142857143,16.42857142857143,OSLA,OSLA,OSLA
1617417385,Descent2e,4,GAME_OVER,236,0,4,30,OSLA,-11.666666666666666,11.666666666666666,-11.666666666666666,-11.666666666666666,OSLA,OSLA,OSLA
167221652,Descent2e,4,GAME_OVER,256,0,4,31,OSLA,-15.0,15.0,-15.0,-15.0,OSLA,OSLA,OSLA
1685666676,Descent2e,4,GAME_OVER,219,0,4,32,OSLA,-11.666666666666666,11.666666666666666,-11.666666666666666,-11.666666666666666,OSLA,OSLA,OSLA
1184008882,Descent2e,4,GAME_OVER,239,0,4,33,OSLA,-8.333333333333332,8.333333333333332,-8.333333333333332,-8.333333333333332,OSLA,OSLA,OSLA
-359467998,Descent2e,4,GAME_OVER,231,0,4,34,OSLA,-8.333333333333332,8.333333333333332,-8.333333333333332,-8.333333333333332,OSLA,OSLA,OSLA
965886417,Descent2e,4,GAME_OVER,236,0,4,35,OSLA,-11.666666666666666,11.666666666666666,-11.666666666666666,-11.666666666666666,OSLA,OSLA,OSLA
-33376745,Descent2e,4,GAME_OVER,225,0,4,36,OSLA,-11.666666666666666,11.666666666666666,-11.666666666666666,-11.666666666666666,OSLA,OSLA,OSLA
1399594587,Descent2e,4,GAME_OVER,227,0,4,37,OSLA,-15.0,15.0,-15.0,-15.0,OSLA,OSLA,OSLA
-1240233401,Descent2e,5,GAME_OVER,284,0,4,38,OSLA,-15.0,15.0,-15.0,-15.0,OSLA,OSLA,OSLA
-1941664333,Descent2e,4,GAME_OVER,201,0,4,39,OSLA,16.42857142857143,-16.42857142857143,16.42857142857143,16.42857142857143,OSLA,OSLA,OSLA
367536106,Descent2e,5,GAME_OVER,290,0,4,40,OSLA,-15.0,15.0,-15.0,-15.0,OSLA,OSLA,OSLA
66846436,Descent2e,4,GAME_OVER,185,0,4,41,OSLA,-8.333333333333332,8.333333333333332,-8.333333333333332,-8.333333333333332,OSLA,OSLA,OSLA
977649644,Descent2e,4,GAME_OVER,214,0,4,42,OSLA,-15.0,15.0,-15.0,-15.0,OSLA,OSLA,OSLA
1148164066,Descent2e,4,GAME_OVER,203,1,4,43,OSLA,16.42857142857143,-16.42857142857143,16.42857142857143,16.42857142857143,OSLA,OSLA,OSLA
-1028648233,Descent2e,4,GAME_OVER,197,0,4,44,OSLA,-8.333333333333332,8.333333333333332,-8.333333333333332,-8.333333333333332,OSLA,OSLA,OSLA
1818501865,Descent2e,4,GAME_OVER,252,0,4,45,OSLA,-11.666666666666666,11.666666666666666,-11.666666666666666,-11.666666666666666,OSLA,OSLA,OSLA
438663446,Descent2e,5,GAME_OVER,274,0,4,46,OSLA,-11.666666666666666,11.666666666666666,-11.666666666666666,-11.666666666666666,OSLA,OSLA,OSLA
-581754428,Descent2e,4,GAME_OVER,215,0,4,47,OSLA,-11.666666666666666,11.666666666666666,-11.666666666666666,-11.666666666666666,OSLA,OSLA,OSLA
760007605,Descent2e,5,GAME_OVER,288,0,4,48,OSLA,-11.666666666666666,11.666666666666666,-11.666666666666666,-11.666666666666666,OSLA,OSLA,OSLA
-1487643144,Descent2e,4,GAME_OVER,226,0,4,49,OSLA,-15.0,15.0,-15.0,-15.0,OSLA,OSLA,OSLA
1534946312,Descent2e,4,GAME_OVER,211,0,4,50,OSLA,16.42857142857143,-16.42857142857143,16.42857142857143,16.42857142857143,OSLA,OSLA,OSLA
-2005403598,Descent2e,4,GAME_OVER,262,0,4,51,OSLA,-15.0,15.0,-15.0,-15.0,OSLA,OSLA,OSLA
