GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,RoundCounter
-2072968360,Descent2e,0,ROUND_OVER,88,10,4,239,
-2072968360,Descent2e,1,ROUND_OVER,147,9,4,239,
-2072968360,Descent2e,2,ROUND_OVER,190,9,4,239,
-2072968360,Descent2e,3,ROUND_OVER,232,9,4,239,
-2072968360,Descent2e,4,ROUND_OVER,285,9,4,239,
564948201,Descent2e,0,ROUND_OVER,95,10,4,240,
564948201,Descent2e,1,ROUND_OVER,142,10,4,240,
564948201,Descent2e,2,ROUND_OVER,189,10,4,240,
564948201,Descent2e,3,ROUND_OVER,233,10,4,240,
242489441,Descent2e,0,ROUND_OVER,124,10,4,241,
242489441,Descent2e,1,ROUND_OVER,163,9,4,241,
242489441,Descent2e,2,ROUND_OVER,186,9,4,241,
242489441,Descent2e,3,ROUND_OVER,207,8,4,241,
-2020288483,Descent2e,0,ROUND_OVER,109,10,4,242,
-2020288483,Descent2e,1,ROUND_OVER,143,9,4,242,
-2020288483,Descent2e,2,ROUND_OVER,175,9,4,242,
-2020288483,Descent2e,3,ROUND_OVER,207,8,4,242,
1086074626,Descent2e,0,ROUND_OVER,108,10,4,243,
1086074626,Descent2e,1,ROUND_OVER,145,10,4,243,
1086074626,Descent2e,2,ROUND_OVER,185,9,4,243,
1086074626,Descent2e,3,ROUND_OVER,226,9,4,243,
-1032405027,Descent2e,0,ROUND_OVER,115,9,4,244,
-1032405027,Descent2e,1,ROUND_OVER,162,10,4,244,
-1032405027,Descent2e,2,ROUND_OVER,194,9,4,244,
-1032405027,Descent2e,3,ROUND_OVER,230,8,4,244,
-87541493,Descent2e,0,ROUND_OVER,112,10,4,245,
-87541493,Descent2e,1,ROUND_OVER,152,10,4,245,
-87541493,Descent2e,2,ROUND_OVER,208,10,4,245,
-87541493,Descent2e,3,ROUND_OVER,256,10,4,245,
-543934832,Descent2e,0,ROUND_OVER,113,10,4,246,
-543934832,Descent2e,1,ROUND_OVER,150,10,4,246,
-543934832,Descent2e,2,ROUND_OVER,185,10,4,246,
-543934832,Descent2e,3,ROUND_OVER,231,10,4,246,
777892406,Descent2e,0,ROUND_OVER,106,10,4,247,
777892406,Descent2e,1,ROUND_OVER,150,10,4,247,
777892406,Descent2e,2,ROUND_OVER,190,9,4,247,
777892406,Descent2e,3,ROUND_OVER,214,9,4,247,
873285756,Descent2e,0,ROUND_OVER,91,10,4,248,
873285756,Descent2e,1,ROUND_OVER,139,10,4,248,
873285756,Descent2e,2,ROUND_OVER,178,10,4,248,
873285756,Descent2e,3,ROUND_OVER,224,10,4,248,
-1504225346,Descent2e,0,ROUND_OVER,85,10,4,249,
-1504225346,Descent2e,1,ROUND_OVER,138,10,4,249,
-1504225346,Descent2e,2,ROUND_OVER,177,8,4,249,
-351428350,Descent2e,0,ROUND_OVER,102,10,4,250,
-351428350,Descent2e,1,ROUND_OVER,127,10,4,250,
-351428350,Descent2e,2,ROUND_OVER,175,10,4,250,
-351428350,Descent2e,3,ROUND_OVER,219,10,4,250,
1460029387,Descent2e,0,ROUND_OVER,118,10,4,251,
1460029387,Descent2e,1,ROUND_OVER,140,10,4,251,
1460029387,Descent2e,2,ROUND_OVER,192,10,4,251,
1460029387,Descent2e,3,ROUND_OVER,243,10,4,251,
519422861,Descent2e,0,ROUND_OVER,111,10,4,252,
519422861,Descent2e,1,ROUND_OVER,147,10,4,252,
519422861,Descent2e,2,ROUND_OVER,194,9,4,252,
519422861,Descent2e,3,ROUND_OVER,233,9,4,252,
-2020734670,Descent2e,0,ROUND_OVER,115,10,4,253,
-2020734670,Descent2e,1,ROUND_OVER,150,10,4,253,
-2020734670,Descent2e,2,ROUND_OVER,191,10,4,253,
-2020734670,Descent2e,3,ROUND_OVER,232,10,4,253,
-1646738913,Descent2e,0,ROUND_OVER,119,10,4,254,
-1646738913,Descent2e,1,ROUND_OVER,156,10,4,254,
-1646738913,Descent2e,2,ROUND_OVER,211,10,4,254,
-1646738913,Descent2e,3,ROUND_OVER,267,10,4,254,
1310557033,Descent2e,0,ROUND_OVER,118,10,4,255,
1310557033,Descent2e,1,ROUND_OVER,153,10,4,255,
1310557033,Descent2e,2,ROUND_OVER,204,9,4,255,
1310557033,Descent2e,3,ROUND_OVER,252,9,4,255,
-303468140,Descent2e,0,ROUND_OVER,115,10,4,256,
-303468140,Descent2e,1,ROUND_OVER,152,10,4,256,
-303468140,Descent2e,2,ROUND_OVER,191,10,4,256,
-303468140,Descent2e,3,ROUND_OVER,223,9,4,256,
-1140332644,Descent2e,0,ROUND_OVER,118,10,4,257,
-1140332644,Descent2e,1,ROUND_OVER,158,10,4,257,
-1140332644,Descent2e,2,ROUND_OVER,201,10,4,257,
-1140332644,Descent2e,3,ROUND_OVER,245,10,4,257,
-1033126884,Descent2e,0,ROUND_OVER,85,9,4,258,
-1033126884,Descent2e,1,ROUND_OVER,135,10,4,258,
-1033126884,Descent2e,2,ROUND_OVER,187,10,4,258,
-1033126884,Descent2e,3,ROUND_OVER,221,9,4,258,
-1033126884,Descent2e,4,ROUND_OVER,260,8,4,258,
16992059,Descent2e,0,ROUND_OVER,102,9,4,259,
16992059,Descent2e,1,ROUND_OVER,150,10,4,259,
16992059,Descent2e,2,ROUND_OVER,206,10,4,259,
16992059,Descent2e,3,ROUND_OVER,245,10,4,259,
-479990665,Descent2e,0,ROUND_OVER,85,9,4,260,
-479990665,Descent2e,1,ROUND_OVER,143,10,4,260,
-479990665,Descent2e,2,ROUND_OVER,194,10,4,260,
-479990665,Descent2e,3,ROUND_OVER,241,10,4,260,
-479990665,Descent2e,4,ROUND_OVER,286,10,4,260,
-1249779320,Descent2e,0,ROUND_OVER,123,10,4,261,
-1249779320,Descent2e,1,ROUND_OVER,161,10,4,261,
-1249779320,Descent2e,2,ROUND_OVER,218,10,4,261,
-1249779320,Descent2e,3,ROUND_OVER,271,10,4,261,
-750178054,Descent2e,0,ROUND_OVER,110,10,4,262,
-750178054,Descent2e,1,ROUND_OVER,149,10,4,262,
-750178054,Descent2e,2,ROUND_OVER,202,10,4,262,
-750178054,Descent2e,3,ROUND_OVER,253,10,4,262,
-1123655453,Descent2e,0,ROUND_OVER,118,10,4,263,
-1123655453,Descent2e,1,ROUND_OVER,154,9,4,263,
-1123655453,Descent2e,2,ROUND_OVER,179,9,4,263,
-1123655453,Descent2e,3,ROUND_OVER,205,9,4,263,
2107061092,Descent2e,0,ROUND_OVER,114,10,4,264,
2107061092,Descent2e,1,ROUND_OVER,155,10,4,264,
2107061092,Descent2e,2,ROUND_OVER,203,9,4,264,
2107061092,Descent2e,3,ROUND_OVER,239,8,4,264,
-1180556821,Descent2e,0,ROUND_OVER,116,10,4,265,
-1180556821,Descent2e,1,ROUND_OVER,156,10,4,265,
-1180556821,Descent2e,2,ROUND_OVER,200,10,4,265,
-1180556821,Descent2e,3,ROUND_OVER,237,9,4,265,
1209010955,Descent2e,0,ROUND_OVER,113,10,4,266,
1209010955,Descent2e,1,ROUND_OVER,156,10,4,266,
1209010955,Descent2e,2,ROUND_OVER,191,9,4,266,
1209010955,Descent2e,3,ROUND_OVER,233,9,4,266,
2129887662,Descent2e,0,ROUND_OVER,80,10,4,267,
2129887662,Descent2e,1,ROUND_OVER,154,10,4,267,
2129887662,Descent2e,2,ROUND_OVER,197,10,4,267,
2129887662,Descent2e,3,ROUND_OVER,235,10,4,267,
-1321594639,Descent2e,0,ROUND_OVER,92,9,4,268,
-1321594639,Descent2e,1,ROUND_OVER,148,10,4,268,
-1321594639,Descent2e,2,ROUND_OVER,197,10,4,268,
-1321594639,Descent2e,3,ROUND_OVER,242,10,4,268,
-1127357064,Descent2e,0,ROUND_OVER,103,10,4,269,
-1127357064,Descent2e,1,ROUND_OVER,144,8,4,269,
-1127357064,Descent2e,2,ROUND_OVER,170,8,4,269,
1637927349,Descent2e,0,ROUND_OVER,97,9,4,270,
1637927349,Descent2e,1,ROUND_OVER,137,10,4,270,
1637927349,Descent2e,2,ROUND_OVER,200,10,4,270,
1637927349,Descent2e,3,ROUND_OVER,237,10,4,270,
513738248,Descent2e,0,ROUND_OVER,92,10,4,271,
513738248,Descent2e,1,ROUND_OVER,130,9,4,271,
513738248,Descent2e,2,ROUND_OVER,175,9,4,271,
513738248,Descent2e,3,ROUND_OVER,197,8,4,271,
-1286324348,Descent2e,0,ROUND_OVER,105,10,4,272,
-1286324348,Descent2e,1,ROUND_OVER,142,10,4,272,
-1286324348,Descent2e,2,ROUND_OVER,186,10,4,272,
-1286324348,Descent2e,3,ROUND_OVER,226,10,4,272,
-84487886,Descent2e,0,ROUND_OVER,123,10,4,273,
-84487886,Descent2e,1,ROUND_OVER,161,10,4,273,
-84487886,Descent2e,2,ROUND_OVER,202,10,4,273,
-84487886,Descent2e,3,ROUND_OVER,249,10,4,273,
-574335371,Descent2e,0,ROUND_OVER,94,10,4,274,
-574335371,Descent2e,1,ROUND_OVER,145,10,4,274,
-574335371,Descent2e,2,ROUND_OVER,193,10,4,274,
-574335371,Descent2e,3,ROUND_OVER,248,10,4,274,
-2013315022,Descent2e,0,ROUND_OVER,112,10,4,275,
-2013315022,Descent2e,1,ROUND_OVER,150,10,4,275,
-2013315022,Descent2e,2,ROUND_OVER,182,9,4,275,
-2013315022,Descent2e,3,ROUND_OVER,212,8,4,275,
-562171916,Descent2e,0,ROUND_OVER,103,9,4,276,
-562171916,Descent2e,1,ROUND_OVER,148,8,4,276,
-562171916,Descent2e,2,ROUND_OVER,170,8,4,276,
-36790718,Descent2e,0,ROUND_OVER,118,10,4,277,
-36790718,Descent2e,1,ROUND_OVER,145,9,4,277,
-36790718,Descent2e,2,ROUND_OVER,180,8,4,277,
1190962726,Descent2e,0,ROUND_OVER,114,10,4,278,
1190962726,Descent2e,1,ROUND_OVER,154,10,4,278,
1190962726,Descent2e,2,ROUND_OVER,193,9,4,278,
1190962726,Descent2e,3,ROUND_OVER,235,8,4,278,
-896255439,Descent2e,0,ROUND_OVER,98,10,4,279,
-896255439,Descent2e,1,ROUND_OVER,130,10,4,279,
-896255439,Descent2e,2,ROUND_OVER,183,10,4,279,
-896255439,Descent2e,3,ROUND_OVER,235,9,4,279,
-549546384,Descent2e,0,ROUND_OVER,89,10,4,280,
-549546384,Descent2e,1,ROUND_OVER,133,10,4,280,
-549546384,Descent2e,2,ROUND_OVER,187,10,4,280,
-549546384,Descent2e,3,ROUND_OVER,239,10,4,280,
1198075658,Descent2e,0,ROUND_OVER,106,10,4,281,
1198075658,Descent2e,1,ROUND_OVER,138,10,4,281,
1198075658,Descent2e,2,ROUND_OVER,186,10,4,281,
1198075658,Descent2e,3,ROUND_OVER,232,9,4,281,
15182467,Descent2e,0,ROUND_OVER,111,10,4,282,
15182467,Descent2e,1,ROUND_OVER,157,10,4,282,
15182467,Descent2e,2,ROUND_OVER,202,10,4,282,
15182467,Descent2e,3,ROUND_OVER,250,10,4,282,
1647649545,Descent2e,0,ROUND_OVER,100,10,4,283,
1647649545,Descent2e,1,ROUND_OVER,147,9,4,283,
1647649545,Descent2e,2,ROUND_OVER,172,8,4,283,
126951839,Descent2e,0,ROUND_OVER,105,10,4,284,
126951839,Descent2e,1,ROUND_OVER,154,10,4,284,
126951839,Descent2e,2,ROUND_OVER,195,9,4,284,
126951839,Descent2e,3,ROUND_OVER,239,9,4,284,
-1203609223,Descent2e,0,ROUND_OVER,87,10,4,285,
-1203609223,Descent2e,1,ROUND_OVER,131,10,4,285,
-1203609223,Descent2e,2,ROUND_OVER,172,10,4,285,
-1203609223,Descent2e,3,ROUND_OVER,230,10,4,285,
-1323214870,Descent2e,0,ROUND_OVER,108,10,4,286,
-1323214870,Descent2e,1,ROUND_OVER,164,9,4,286,
-1323214870,Descent2e,2,ROUND_OVER,199,8,4,286,
959109931,Descent2e,0,ROUND_OVER,94,10,4,287,
959109931,Descent2e,1,ROUND_OVER,138,10,4,287,
959109931,Descent2e,2,ROUND_OVER,178,9,4,287,
959109931,Descent2e,3,ROUND_OVER,227,9,4,287,
559022089,Descent2e,0,ROUND_OVER,101,10,4,288,
559022089,Descent2e,1,ROUND_OVER,129,10,4,288,
559022089,Descent2e,2,ROUND_OVER,171,10,4,288,
559022089,Descent2e,3,ROUND_OVER,223,10,4,288,
-1323421024,Descent2e,0,ROUND_OVER,105,9,4,289,
-1323421024,Descent2e,1,ROUND_OVER,152,9,4,289,
-1323421024,Descent2e,2,ROUND_OVER,206,9,4,289,
-1323421024,Descent2e,3,ROUND_OVER,249,9,4,289,
806994786,Descent2e,0,ROUND_OVER,82,9,4,290,
806994786,Descent2e,1,ROUND_OVER,143,9,4,290,
806994786,Descent2e,2,ROUND_OVER,196,9,4,290,
806994786,Descent2e,3,ROUND_OVER,247,9,4,290,
806994786,Descent2e,4,ROUND_OVER,286,8,4,290,
-1241361365,Descent2e,0,ROUND_OVER,91,10,4,291,
-1241361365,Descent2e,1,ROUND_OVER,142,10,4,291,
-1241361365,Descent2e,2,ROUND_OVER,179,10,4,291,
-1241361365,Descent2e,3,ROUND_OVER,233,10,4,291,
-1531078731,Descent2e,0,ROUND_OVER,106,10,4,292,
-1531078731,Descent2e,1,ROUND_OVER,158,10,4,292,
-1531078731,Descent2e,2,ROUND_OVER,208,10,4,292,
-1531078731,Descent2e,3,ROUND_OVER,245,10,4,292,
1770981253,Descent2e,0,ROUND_OVER,120,10,4,293,
1770981253,Descent2e,1,ROUND_OVER,165,10,4,293,
1770981253,Descent2e,2,ROUND_OVER,208,10,4,293,
1770981253,Descent2e,3,ROUND_OVER,261,10,4,293,
18914527,Descent2e,0,ROUND_OVER,95,10,4,294,
18914527,Descent2e,1,ROUND_OVER,160,10,4,294,
18914527,Descent2e,2,ROUND_OVER,206,10,4,294,
18914527,Descent2e,3,ROUND_OVER,251,10,4,294,
-688343115,Descent2e,0,ROUND_OVER,78,10,4,295,
-688343115,Descent2e,1,ROUND_OVER,139,9,4,295,
-688343115,Descent2e,2,ROUND_OVER,194,10,4,295,
-688343115,Descent2e,3,ROUND_OVER,248,9,4,295,
292295698,Descent2e,0,ROUND_OVER,90,10,4,296,
292295698,Descent2e,1,ROUND_OVER,136,9,4,296,
292295698,Descent2e,2,ROUND_OVER,163,8,4,296,
292295698,Descent2e,3,ROUND_OVER,183,8,4,296,
-1806225609,Descent2e,0,ROUND_OVER,117,10,4,297,
-1806225609,Descent2e,1,ROUND_OVER,162,10,4,297,
-1806225609,Descent2e,2,ROUND_OVER,201,10,4,297,
-1806225609,Descent2e,3,ROUND_OVER,248,9,4,297,
758614468,Descent2e,0,ROUND_OVER,81,10,4,298,
758614468,Descent2e,1,ROUND_OVER,156,10,4,298,
758614468,Descent2e,2,ROUND_OVER,205,10,4,298,
758614468,Descent2e,3,ROUND_OVER,255,10,4,298,
1150192065,Descent2e,0,ROUND_OVER,84,9,4,299,
1150192065,Descent2e,1,ROUND_OVER,131,10,4,299,
1150192065,Descent2e,2,ROUND_OVER,183,10,4,299,
1150192065,Descent2e,3,ROUND_OVER,224,10,4,299,
-1482576358,Descent2e,0,ROUND_OVER,122,10,4,300,
-1482576358,Descent2e,1,ROUND_OVER,161,10,4,300,
-1482576358,Descent2e,2,ROUND_OVER,204,10,4,300,
-1482576358,Descent2e,3,ROUND_OVER,243,10,4,300,
546828834,Descent2e,0,ROUND_OVER,97,10,4,301,
546828834,Descent2e,1,ROUND_OVER,137,10,4,301,
546828834,Descent2e,2,ROUND_OVER,183,10,4,301,
546828834,Descent2e,3,ROUND_OVER,231,10,4,301,
-984538200,Descent2e,0,ROUND_OVER,119,10,4,302,
-984538200,Descent2e,1,ROUND_OVER,159,10,4,302,
-984538200,Descent2e,2,ROUND_OVER,198,10,4,302,
-984538200,Descent2e,3,ROUND_OVER,235,9,4,302,
871250437,Descent2e,0,ROUND_OVER,90,10,4,303,
871250437,Descent2e,1,ROUND_OVER,135,10,4,303,
871250437,Descent2e,2,ROUND_OVER,184,9,4,303,
871250437,Descent2e,3,ROUND_OVER,212,8,4,303,
-1550265676,Descent2e,0,ROUND_OVER,94,10,4,304,
-1550265676,Descent2e,1,ROUND_OVER,138,8,4,304,
856801956,Descent2e,0,ROUND_OVER,111,10,4,305,
856801956,Descent2e,1,ROUND_OVER,150,10,4,305,
856801956,Descent2e,2,ROUND_OVER,202,10,4,305,
856801956,Descent2e,3,ROUND_OVER,248,10,4,305,
-826630308,Descent2e,0,ROUND_OVER,108,10,4,306,
-826630308,Descent2e,1,ROUND_OVER,149,9,4,306,
-826630308,Descent2e,2,ROUND_OVER,169,8,4,306,
-826630308,Descent2e,3,ROUND_OVER,197,8,4,306,
1806031019,Descent2e,0,ROUND_OVER,111,10,4,307,
1806031019,Descent2e,1,ROUND_OVER,149,10,4,307,
1806031019,Descent2e,2,ROUND_OVER,194,10,4,307,
1806031019,Descent2e,3,ROUND_OVER,242,10,4,307,
-958543015,Descent2e,0,ROUND_OVER,122,10,4,308,
-958543015,Descent2e,1,ROUND_OVER,162,10,4,308,
-958543015,Descent2e,2,ROUND_OVER,207,10,4,308,
-958543015,Descent2e,3,ROUND_OVER,242,9,4,308,
-1428266273,Descent2e,0,ROUND_OVER,114,10,4,309,
-1428266273,Descent2e,1,ROUND_OVER,145,10,4,309,
-1428266273,Descent2e,2,ROUND_OVER,170,9,4,309,
-1428266273,Descent2e,3,ROUND_OVER,190,8,4,309,
-1144365011,Descent2e,0,ROUND_OVER,97,10,4,310,
-1144365011,Descent2e,1,ROUND_OVER,151,10,4,310,
-1144365011,Descent2e,2,ROUND_OVER,195,10,4,310,
-1144365011,Descent2e,3,ROUND_OVER,233,10,4,310,
955966020,Descent2e,0,ROUND_OVER,100,10,4,311,
955966020,Descent2e,1,ROUND_OVER,131,9,4,311,
955966020,Descent2e,2,ROUND_OVER,169,9,4,311,
955966020,Descent2e,3,ROUND_OVER,217,8,4,311,
-1289106182,Descent2e,0,ROUND_OVER,97,10,4,312,
-1289106182,Descent2e,1,ROUND_OVER,149,10,4,312,
-1289106182,Descent2e,2,ROUND_OVER,214,10,4,312,
-1289106182,Descent2e,3,ROUND_OVER,264,10,4,312,
306648016,Descent2e,0,ROUND_OVER,88,10,4,313,
306648016,Descent2e,1,ROUND_OVER,136,10,4,313,
306648016,Descent2e,2,ROUND_OVER,181,10,4,313,
306648016,Descent2e,3,ROUND_OVER,208,9,4,313,
600701797,Descent2e,0,ROUND_OVER,95,9,4,314,
600701797,Descent2e,1,ROUND_OVER,169,10,4,314,
600701797,Descent2e,2,ROUND_OVER,211,10,4,314,
600701797,Descent2e,3,ROUND_OVER,270,10,4,314,
600701797,Descent2e,4,ROUND_OVER,325,10,4,314,
1293571835,Descent2e,0,ROUND_OVER,90,10,4,315,
1293571835,Descent2e,1,ROUND_OVER,149,10,4,315,
1293571835,Descent2e,2,ROUND_OVER,190,9,4,315,
1293571835,Descent2e,3,ROUND_OVER,230,9,4,315,
-928673503,Descent2e,0,ROUND_OVER,96,10,4,316,
-928673503,Descent2e,1,ROUND_OVER,153,10,4,316,
-928673503,Descent2e,2,ROUND_OVER,198,10,4,316,
-928673503,Descent2e,3,ROUND_OVER,251,10,4,316,
2078679456,Descent2e,0,ROUND_OVER,121,10,4,317,
2078679456,Descent2e,1,ROUND_OVER,148,10,4,317,
2078679456,Descent2e,2,ROUND_OVER,196,10,4,317,
2078679456,Descent2e,3,ROUND_OVER,242,10,4,317,
1138126872,Descent2e,0,ROUND_OVER,123,10,4,318,
1138126872,Descent2e,1,ROUND_OVER,160,10,4,318,
1138126872,Descent2e,2,ROUND_OVER,203,10,4,318,
1138126872,Descent2e,3,ROUND_OVER,249,10,4,318,
1859555597,Descent2e,0,ROUND_OVER,97,10,4,319,
1859555597,Descent2e,1,ROUND_OVER,132,9,4,319,
1859555597,Descent2e,2,ROUND_OVER,174,9,4,319,
1859555597,Descent2e,3,ROUND_OVER,224,9,4,319,
-1386619562,Descent2e,0,ROUND_OVER,111,10,4,320,
-1386619562,Descent2e,1,ROUND_OVER,150,10,4,320,
-1386619562,Descent2e,2,ROUND_OVER,195,10,4,320,
-1386619562,Descent2e,3,ROUND_OVER,240,9,4,320,
-815505094,Descent2e,0,ROUND_OVER,118,10,4,321,
-815505094,Descent2e,1,ROUND_OVER,156,10,4,321,
-815505094,Descent2e,2,ROUND_OVER,203,10,4,321,
-815505094,Descent2e,3,ROUND_OVER,243,9,4,321,
111777564,Descent2e,0,ROUND_OVER,101,10,4,322,
111777564,Descent2e,1,ROUND_OVER,155,10,4,322,
111777564,Descent2e,2,ROUND_OVER,193,9,4,322,
111777564,Descent2e,3,ROUND_OVER,234,8,4,322,
-2100851080,Descent2e,0,ROUND_OVER,104,10,4,323,
-2100851080,Descent2e,1,ROUND_OVER,134,10,4,323,
-2100851080,Descent2e,2,ROUND_OVER,188,10,4,323,
-2100851080,Descent2e,3,ROUND_OVER,223,10,4,323,
-820601661,Descent2e,0,ROUND_OVER,111,10,4,324,
-820601661,Descent2e,1,ROUND_OVER,150,9,4,324,
-820601661,Descent2e,2,ROUND_OVER,184,9,4,324,
-820601661,Descent2e,3,ROUND_OVER,217,9,4,324,
-1793559779,Descent2e,0,ROUND_OVER,91,10,4,325,
-1793559779,Descent2e,1,ROUND_OVER,139,10,4,325,
-1793559779,Descent2e,2,ROUND_OVER,169,9,4,325,
-1793559779,Descent2e,3,ROUND_OVER,191,8,4,325,
1091309400,Descent2e,0,ROUND_OVER,108,10,4,326,
1091309400,Descent2e,1,ROUND_OVER,150,10,4,326,
1091309400,Descent2e,2,ROUND_OVER,206,10,4,326,
1091309400,Descent2e,3,ROUND_OVER,257,10,4,326,
1740218866,Descent2e,0,ROUND_OVER,104,10,4,327,
1740218866,Descent2e,1,ROUND_OVER,157,10,4,327,
1740218866,Descent2e,2,ROUND_OVER,221,10,4,327,
1740218866,Descent2e,3,ROUND_OVER,283,10,4,327,
1786736666,Descent2e,0,ROUND_OVER,107,10,4,328,
1786736666,Descent2e,1,ROUND_OVER,153,9,4,328,
1786736666,Descent2e,2,ROUND_OVER,176,8,4,328,
-1646862478,Descent2e,0,ROUND_OVER,114,9,4,329,
-1646862478,Descent2e,1,ROUND_OVER,164,9,4,329,
-1646862478,Descent2e,2,ROUND_OVER,212,9,4,329,
-1646862478,Descent2e,3,ROUND_OVER,261,9,4,329,
-1646862478,Descent2e,4,ROUND_OVER,313,9,4,329,
1493641793,Descent2e,0,ROUND_OVER,121,10,4,330,
1493641793,Descent2e,1,ROUND_OVER,167,10,4,330,
1493641793,Descent2e,2,ROUND_OVER,210,9,4,330,
1493641793,Descent2e,3,ROUND_OVER,247,8,4,330,
1493641793,Descent2e,4,ROUND_OVER,282,8,4,330,
-2086551780,Descent2e,0,ROUND_OVER,113,10,4,331,
-2086551780,Descent2e,1,ROUND_OVER,147,9,4,331,
-2086551780,Descent2e,2,ROUND_OVER,184,9,4,331,
-2086551780,Descent2e,3,ROUND_OVER,223,8,4,331,
1668732854,Descent2e,0,ROUND_OVER,106,10,4,332,
1668732854,Descent2e,1,ROUND_OVER,143,10,4,332,
1668732854,Descent2e,2,ROUND_OVER,186,10,4,332,
1668732854,Descent2e,3,ROUND_OVER,232,10,4,332,
-2120261791,Descent2e,0,ROUND_OVER,90,10,4,333,
-2120261791,Descent2e,1,ROUND_OVER,142,9,4,333,
-2120261791,Descent2e,2,ROUND_OVER,176,9,4,333,
-2120261791,Descent2e,3,ROUND_OVER,208,8,4,333,
1459788962,Descent2e,0,ROUND_OVER,100,10,4,334,
1459788962,Descent2e,1,ROUND_OVER,136,10,4,334,
1459788962,Descent2e,2,ROUND_OVER,174,10,4,334,
1459788962,Descent2e,3,ROUND_OVER,218,10,4,334,
219010551,Descent2e,0,ROUND_OVER,81,10,4,335,
219010551,Descent2e,1,ROUND_OVER,128,9,4,335,
219010551,Descent2e,2,ROUND_OVER,164,9,4,335,
219010551,Descent2e,3,ROUND_OVER,194,8,4,335,
1661950976,Descent2e,0,ROUND_OVER,91,10,4,336,
1661950976,Descent2e,1,ROUND_OVER,124,10,4,336,
1661950976,Descent2e,2,ROUND_OVER,159,10,4,336,
1661950976,Descent2e,3,ROUND_OVER,196,9,4,336,
-37427297,Descent2e,0,ROUND_OVER,111,10,4,337,
-37427297,Descent2e,1,ROUND_OVER,147,10,4,337,
-37427297,Descent2e,2,ROUND_OVER,193,10,4,337,
-37427297,Descent2e,3,ROUND_OVER,254,10,4,337,
247592859,Descent2e,0,ROUND_OVER,128,10,4,338,
247592859,Descent2e,1,ROUND_OVER,160,10,4,338,
247592859,Descent2e,2,ROUND_OVER,206,10,4,338,
247592859,Descent2e,3,ROUND_OVER,255,10,4,338,
1098576278,Descent2e,0,ROUND_OVER,86,10,4,339,
1098576278,Descent2e,1,ROUND_OVER,126,9,4,339,
1098576278,Descent2e,2,ROUND_OVER,158,9,4,339,
1098576278,Descent2e,3,ROUND_OVER,195,9,4,339,
1098576278,Descent2e,4,ROUND_OVER,220,8,4,339,
-1078175724,Descent2e,0,ROUND_OVER,73,10,4,340,
-1078175724,Descent2e,1,ROUND_OVER,130,9,4,340,
-1078175724,Descent2e,2,ROUND_OVER,204,9,4,340,
-1078175724,Descent2e,3,ROUND_OVER,245,9,4,340,
-1078175724,Descent2e,4,ROUND_OVER,265,8,4,340,
-1359787957,Descent2e,0,ROUND_OVER,102,10,4,341,
-1359787957,Descent2e,1,ROUND_OVER,144,9,4,341,
-1359787957,Descent2e,2,ROUND_OVER,169,8,4,341,
-1865273877,Descent2e,0,ROUND_OVER,120,10,4,342,
-1865273877,Descent2e,1,ROUND_OVER,169,10,4,342,
-1865273877,Descent2e,2,ROUND_OVER,218,9,4,342,
-1865273877,Descent2e,3,ROUND_OVER,258,9,4,342,
-379449835,Descent2e,0,ROUND_OVER,116,10,4,343,
-379449835,Descent2e,1,ROUND_OVER,147,10,4,343,
-379449835,Descent2e,2,ROUND_OVER,197,10,4,343,
-379449835,Descent2e,3,ROUND_OVER,240,10,4,343,
334645923,Descent2e,0,ROUND_OVER,86,10,4,344,
334645923,Descent2e,1,ROUND_OVER,128,10,4,344,
334645923,Descent2e,2,ROUND_OVER,177,10,4,344,
334645923,Descent2e,3,ROUND_OVER,220,9,4,344,
-2041678342,Descent2e,0,ROUND_OVER,71,10,4,345,
-2041678342,Descent2e,1,ROUND_OVER,126,9,4,345,
-2041678342,Descent2e,2,ROUND_OVER,161,8,4,345,
-2041678342,Descent2e,3,ROUND_OVER,197,8,4,345,
-621565583,Descent2e,0,ROUND_OVER,103,10,4,346,
-621565583,Descent2e,1,ROUND_OVER,146,10,4,346,
-621565583,Descent2e,2,ROUND_OVER,188,10,4,346,
-621565583,Descent2e,3,ROUND_OVER,236,10,4,346,
308795849,Descent2e,0,ROUND_OVER,98,9,4,347,
308795849,Descent2e,1,ROUND_OVER,157,10,4,347,
308795849,Descent2e,2,ROUND_OVER,196,10,4,347,
308795849,Descent2e,3,ROUND_OVER,245,10,4,347,
-1610559206,Descent2e,0,ROUND_OVER,134,10,4,348,
-1610559206,Descent2e,1,ROUND_OVER,170,10,4,348,
-1610559206,Descent2e,2,ROUND_OVER,211,10,4,348,
-1610559206,Descent2e,3,ROUND_OVER,265,10,4,348,
135581712,Descent2e,0,ROUND_OVER,73,10,4,349,
135581712,Descent2e,1,ROUND_OVER,131,9,4,349,
135581712,Descent2e,2,ROUND_OVER,194,10,4,349,
135581712,Descent2e,3,ROUND_OVER,238,9,4,349,
135581712,Descent2e,4,ROUND_OVER,273,10,4,349,
-70142737,Descent2e,0,ROUND_OVER,109,10,4,350,
-70142737,Descent2e,1,ROUND_OVER,131,9,4,350,
-70142737,Descent2e,2,ROUND_OVER,159,9,4,350,
-70142737,Descent2e,3,ROUND_OVER,192,9,4,350,
-2044013128,Descent2e,0,ROUND_OVER,89,10,4,351,
