GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,RoundCounter(RoundCounter),Kills(Barghest Minion 1),Kills(Hero 1),Kills(Barghest Minion 3),Kills(Barghest Minion 2),Kills(Hero 3),Kills(Hero 2),Kills(Hero 4),Kills(Goblin Minion 3),Kills(Goblin Minion 4),Kills(Goblin Minion 1),Kills(Goblin Minion 2),Kills(Goblin Master),Kills(Barghest Master),Positions(Barghest Minion 1),Positions(Hero 1),Positions(Barghest Minion 3),Positions(Barghest Minion 2),Positions(Hero 3),Positions(Hero 2),Positions(Hero 4),Positions(Goblin Minion 3),Positions(Goblin Minion 4),Positions(Goblin Minion 1),Positions(Goblin Minion 2),Positions(Goblin Master),Positions(Barghest Master),HealthPoints(Hero 1 HP),HealthPoints(Goblin Master HP),HealthPoints(Overlord Fatigue),HealthPoints(Goblin Minion 1 HP),HealthPoints(Goblin Minion 2 HP),HealthPoints(Hero 3 HP),HealthPoints(Hero 4 HP),HealthPoints(Goblin Minion 3 HP),HealthPoints(Goblin Minion 4 HP),HealthPoints(Hero 2 HP),HealthPoints(Barghest Minion 2 HP),HealthPoints(Barghest Minion 1 HP),HealthPoints(Barghest Minion 3 HP),HealthPoints(Barghest Master HP),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(Player-3),GameScore(Player-2),GameScore(PlayerName-1),GameScore(PlayerName-2),GameScore(PlayerName-3)
296305084,Descent2e,3,ROUND_OVER,210,9,4,414,,,,,,,,,,,,,,,"(10,3)","(9,4)",,Dead,"(9,2)","(8,6)",,"(4,14)",,"(4,16)","(4,15)","(3,17)","(9,5)",3,2,5,2,2,3,,2,,12,Dead,4,,2,0.4761904761904763,OSLA,-0.23809523809523814,-0.11904761904761907,0.23809523809523814,-0.23809523809523814,-0.23809523809523814,OSLA,OSLA,OSLA
2078478857,Descent2e,0,ROUND_OVER,75,10,4,415,,Barghest minion 1 (51469161) defeated by Tomble Burrowell (51469089),,,,,,,,,,,,Barghest master (51469141) defeated by Grisban the Thirsty (51469062),"(9,3)","(5,8)",,"(8,3)","(5,5)","(6,4)",,"(4,8)",,"(4,7)","(4,9)","(5,10)","(6,2)",12,4,0,2,2,12,,2,,7,6,6,,8,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA
2078478857,Descent2e,1,ROUND_OVER,117,9,4,415,,,,,,,,,,,,Goblin Archer minion 2 (51572332) defeated by Grisban the Thirsty (51572274),,,"(9,3)","(5,8)",,"(8,3)","(7,3)","(6,4)",,"(9,7)",,"(5,12)","(4,13)","(5,15)","(6,2)",12,4,1,2,2,12,,2,,6,3,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
2078478857,Descent2e,2,ROUND_OVER,169,10,4,415,,,,,,,,,,,,,,,"(9,3)","(8,2)",,"(8,3)","(7,3)","(7,5)",,"(8,12)",,"(4,17)","(5,17)","(5,15)","(6,2)",6,4,3,2,2,12,,2,,3,1,6,,7,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
2078478857,Descent2e,3,ROUND_OVER,211,9,4,415,,,,,Barghest minion 2 (51572372) defeated by Grisban the Thirsty (51572274),,,,,,,,,,"(9,3)","(9,2)",,Dead,"(8,2)","(7,5)",,"(5,14)",,"(4,17)","(5,17)","(5,15)","(6,2)",1,4,5,2,2,12,,2,,3,Dead,2,,6,0.4761904761904763,OSLA,-0.23809523809523814,-0.11904761904761907,0.23809523809523814,-0.23809523809523814,-0.23809523809523814,OSLA,OSLA,OSLA
2078478857,Descent2e,4,ROUND_OVER,241,8,4,415,,Barghest minion 1 (51572362) defeated by Grisban the Thirsty (51572274),,,,,,,,,,,,,Dead,"(7,2)",,Dead,"(8,3)","(7,4)",,"(5,14)",,"(4,17)","(5,17)","(5,15)","(6,2)",2,4,7,2,2,12,,2,,3,Dead,Dead,,6,0.0,OSLA,1.666666666666667,0.8333333333333335,-1.666666666666667,1.666666666666667,1.666666666666667,OSLA,OSLA,OSLA
-1718366816,Descent2e,0,ROUND_OVER,121,10,4,416,,,,,,,,,,,,,,,"(10,5)","(7,2)",,"(8,2)","(8,6)","(9,7)",,"(3,14)",,"(5,14)","(5,15)","(4,14)","(7,3)",8,4,1,2,2,10,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-1718366816,Descent2e,1,ROUND_OVER,151,10,4,416,,,,,,,,,,,,,,,"(10,5)","(6,2)",,"(8,2)","(8,6)","(9,7)",,"(3,14)",,"(5,14)","(5,15)","(4,14)","(7,3)",4,4,3,2,2,10,,2,,8,6,5,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-1718366816,Descent2e,2,ROUND_OVER,204,10,4,416,,,,,,,,,,,,,,,"(10,5)","(6,2)",,"(8,2)","(8,6)","(10,7)",,"(3,14)",,"(5,14)","(5,15)","(4,14)","(7,3)",3,4,5,2,2,10,,2,,8,6,5,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-1718366816,Descent2e,3,ROUND_OVER,259,10,4,416,,,Syndrael (51691579) defeated by Barghest master (51691657),,,,,,,,,,,,"(10,5)","(7,2)",,"(8,2)","(8,6)","(9,7)",,"(3,14)",,"(5,14)","(5,15)","(4,14)","(7,3)",0,4,7,2,2,10,,2,,8,6,4,,8,13.333333333333334,OSLA,-6.666666666666667,-3.3333333333333335,6.666666666666667,-6.666666666666667,-6.666666666666667,OSLA,OSLA,OSLA
1159485335,Descent2e,0,ROUND_OVER,118,9,4,417,,,,,,,,,,,,Goblin Archer minion 2 (51815631) defeated by Jain Fairwood (51815586),,,"(8,2)","(6,3)",,"(9,6)","(6,4)","(6,2)",,"(9,2)",,"(5,16)","(3,15)","(4,14)","(10,6)",8,4,1,2,2,12,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
1159485335,Descent2e,1,ROUND_OVER,152,10,4,417,,,,,,,,,,,,,,,"(8,2)","(6,3)",,"(9,6)","(8,6)","(6,2)",,"(4,7)",,"(5,16)","(3,15)","(4,14)","(10,6)",8,4,3,2,2,12,,2,,8,6,4,,6,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
1159485335,Descent2e,2,ROUND_OVER,204,10,4,417,,,,,,,,,,,,,,,"(8,2)","(6,4)",,"(9,6)","(8,6)","(7,2)",,"(5,17)",,"(5,16)","(3,15)","(4,14)","(10,6)",8,4,5,2,2,12,,2,,8,6,1,,6,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
1159485335,Descent2e,3,ROUND_OVER,246,9,4,417,,Barghest minion 1 (51815661) defeated by Jain Fairwood (51815586),,,,,,,,,,,,,"(9,6)","(7,4)",,Dead,"(8,7)","(6,3)",,"(5,17)",,"(5,16)","(3,15)","(4,14)","(10,6)",8,4,7,2,2,9,,2,,8,Dead,6,,6,3.333333333333333,OSLA,-1.6666666666666665,-0.8333333333333333,1.6666666666666665,-1.6666666666666665,-1.6666666666666665,OSLA,OSLA,OSLA
2091332812,Descent2e,0,ROUND_OVER,109,10,4,418,,,,,,,,,,,,,,,"(11,4)","(10,7)",,"(11,6)","(10,6)","(10,9)",,"(4,13)",,"(4,12)","(5,12)","(6,15)","(10,4)",8,4,1,2,2,8,,2,,14,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
2091332812,Descent2e,1,ROUND_OVER,152,10,4,418,,,,,,,,,,,,,,,"(11,4)","(10,7)",,"(11,6)","(10,6)","(9,8)",,"(6,16)",,"(5,15)","(4,15)","(6,15)","(10,4)",8,4,3,2,2,7,,2,,14,2,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
2091332812,Descent2e,2,ROUND_OVER,203,10,4,418,,,,,,,,,,,,,,,"(11,4)","(8,4)",,"(11,6)","(10,6)","(10,7)",,"(6,16)",,"(5,15)","(4,15)","(6,15)","(10,4)",8,4,5,2,2,7,,2,,12,2,6,,3,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
2091332812,Descent2e,3,ROUND_OVER,248,9,4,418,,,,,,,,,,,,,,Barghest master (51931913) defeated by Tomble Burrowell (51931835),"(11,4)","(9,5)",,"(11,6)","(9,6)","(10,7)",,"(6,16)",,"(5,15)","(4,15)","(6,15)",Dead,8,4,7,2,2,7,,2,,11,1,6,,Dead,3.333333333333333,OSLA,-1.6666666666666665,-0.8333333333333333,1.6666666666666665,-1.6666666666666665,-1.6666666666666665,OSLA,OSLA,OSLA
114135331,Descent2e,0,ROUND_OVER,97,9,4,419,,,,,,,,,,,,Goblin Archer minion 2 (52057889) defeated by Jain Fairwood (52057857),,,"(7,3)","(4,7)",,"(6,5)","(4,3)","(5,5)",,"(8,6)",,"(5,15)","(4,13)","(5,13)","(9,6)",14,4,1,2,2,8,,2,,10,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
114135331,Descent2e,1,ROUND_OVER,146,10,4,419,,,,,,,,,,,,,,,"(7,3)","(5,6)",,"(6,5)","(5,4)","(6,4)",,"(5,16)",,"(5,15)","(4,14)","(3,15)","(9,6)",14,4,3,2,2,8,,2,,10,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
114135331,Descent2e,2,ROUND_OVER,192,10,4,419,,,,,,,,,,,,,,,"(7,3)","(5,5)",,"(6,5)","(5,4)","(6,3)",,"(5,16)",,"(5,15)","(4,14)","(3,15)","(9,6)",14,4,5,2,2,2,,2,,8,2,5,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
114135331,Descent2e,3,ROUND_OVER,228,9,4,419,,,,,Barghest minion 2 (52057929) defeated by Grisban the Thirsty (52057830),,,,,,,,,,"(7,3)","(6,4)",,Dead,"(9,4)","(6,2)",,"(5,16)",,"(5,15)","(4,14)","(3,15)","(9,6)",14,4,7,2,2,2,,2,,8,Dead,5,,8,3.333333333333333,OSLA,-1.6666666666666665,-0.8333333333333333,1.6666666666666665,-1.6666666666666665,-1.6666666666666665,OSLA,OSLA,OSLA
1508567849,Descent2e,0,ROUND_OVER,116,10,4,420,,,,,,,,,,,,,,,"(10,4)","(8,3)",,"(11,4)","(7,3)","(9,4)",,"(5,15)",,"(4,7)","(4,14)","(5,14)","(9,2)",8,4,1,2,2,8,,2,,10,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
1508567849,Descent2e,1,ROUND_OVER,151,10,4,420,,,,,,,,,,,,,,,"(10,4)","(8,3)",,"(11,4)","(10,6)","(9,4)",,"(5,15)",,"(4,11)","(4,14)","(5,14)","(9,2)",5,4,3,2,2,8,,2,,10,6,3,,4,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
1508567849,Descent2e,2,ROUND_OVER,178,9,4,420,,,Syndrael (52187238) defeated by Barghest minion 2 (52187337),,,,,,,,,,,Barghest master (52187317) defeated by Syndrael (52187238),"(10,4)","(10,3)",,"(11,4)","(10,6)","(9,4)",,"(5,15)",,"(5,16)","(4,14)","(5,14)",Dead,0,4,5,2,2,8,,2,,10,6,1,,Dead,3.8095238095238093,OSLA,-1.9047619047619047,-0.9523809523809523,1.9047619047619047,-1.9047619047619047,-1.9047619047619047,OSLA,OSLA,OSLA
1508567849,Descent2e,3,ROUND_OVER,196,8,4,420,,Barghest minion 1 (52187327) defeated by Ashrian (52187251),,,,,,,,,,,,,"(11,4)","(10,3)",,Dead,"(10,6)","(10,4)",,"(5,15)",,"(5,16)","(4,14)","(5,14)",Dead,3,4,7,2,2,8,,2,,10,Dead,4,,Dead,0.0,OSLA,1.666666666666667,0.8333333333333335,-1.666666666666667,1.666666666666667,1.666666666666667,OSLA,OSLA,OSLA
-715739758,Descent2e,0,ROUND_OVER,101,10,4,421,,,,,,,,,,,,,,,"(10,5)","(9,6)",,"(6,2)","(10,7)","(8,8)",,"(4,14)",,"(5,13)","(6,14)","(5,12)","(11,5)",5,4,1,2,2,8,,2,,10,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-715739758,Descent2e,1,ROUND_OVER,142,10,4,421,,,,,,,,,,,,,,,"(10,5)","(9,5)",,"(6,2)","(10,7)","(8,7)",,"(4,14)",,"(4,17)","(6,14)","(3,15)","(11,5)",1,4,3,2,2,8,,2,,10,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-715739758,Descent2e,2,ROUND_OVER,192,10,4,421,,,,,,,,,,,,,,,"(10,5)","(10,4)",,"(6,2)","(10,7)","(9,6)",,"(4,14)",,"(4,17)","(6,14)","(3,15)","(11,5)",3,4,5,2,2,8,,2,,7,6,6,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-715739758,Descent2e,3,ROUND_OVER,237,10,4,421,,,,,,,,,,,,,,,"(10,5)","(11,4)",,"(6,2)","(10,3)","(11,7)",,"(4,14)",,"(4,17)","(6,14)","(3,15)","(11,5)",6,4,7,2,2,8,,2,,7,4,6,,6,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
-1076522228,Descent2e,0,ROUND_OVER,105,10,4,422,,,,,,,,,,,,,,,"(10,4)","(9,7)",,"(11,6)","(7,4)","(9,5)",,"(3,10)",,"(5,12)","(4,10)","(4,8)","(8,2)",8,4,0,2,2,2,,2,,10,6,6,,8,0.0,OSLA,0.0,0.0,0.0,0.0,0.0,OSLA,OSLA,OSLA
-1076522228,Descent2e,1,ROUND_OVER,154,9,4,422,,Barghest minion 1 (52397511) defeated by Leoric of the Book (52397450),,,,,,,,,,,,,"(11,6)","(9,7)",,Dead,"(7,4)","(9,5)",,"(4,14)",,"(6,14)","(3,15)","(4,15)","(8,2)",8,4,1,2,2,2,,2,,10,Dead,3,,6,0.0,OSLA,2.619047619047619,1.3095238095238095,-2.619047619047619,2.619047619047619,2.619047619047619,OSLA,OSLA,OSLA
-1076522228,Descent2e,2,ROUND_OVER,178,8,4,422,,Barghest minion 1 (52397521) defeated by Syndrael (52397437),,,,,,,,,,,,,Dead,"(9,7)",,Dead,"(7,4)","(9,3)",,"(4,14)",,"(6,14)","(3,15)","(4,15)","(8,2)",8,4,3,2,2,2,,2,,10,Dead,Dead,,4,0.0,OSLA,4.523809523809524,2.261904761904762,-4.523809523809524,4.523809523809524,4.523809523809524,OSLA,OSLA,OSLA
1472971194,Descent2e,0,ROUND_OVER,124,9,4,423,,,,,,,,,,,,Goblin Archer minion 2 (52495997) defeated by Jain Fairwood (52495952),,Barghest master (52397501) defeated by Syndrael (52397437),"(8,2)","(6,3)",,"(9,5)","(6,2)","(8,4)",,"(9,4)",,"(4,13)","(3,14)","(5,14)","(7,2)",7,4,1,2,2,12,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
1472971194,Descent2e,1,ROUND_OVER,166,10,4,423,,,,,,,,,,,,,,,"(9,3)","(6,3)",,"(9,5)","(7,4)","(8,4)",,"(8,9)",,"(4,16)","(3,14)","(5,14)","(7,2)",5,4,3,2,2,12,,2,,6,6,4,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
1472971194,Descent2e,2,ROUND_OVER,211,9,4,423,,Barghest minion 1 (52496027) defeated by Jain Fairwood (52495952),,,,,,,,,,,,,"(9,5)","(6,2)",,Dead,"(8,3)","(8,4)",,"(4,14)",,"(4,16)","(3,14)","(5,14)","(7,2)",1,4,5,2,2,12,,2,,3,Dead,6,,6,0.4761904761904763,OSLA,-0.23809523809523814,-0.11904761904761907,0.23809523809523814,-0.23809523809523814,-0.23809523809523814,OSLA,OSLA,OSLA
1472971194,Descent2e,3,ROUND_OVER,256,8,4,423,,,,,,,,,,,,,,Barghest master (52496017) defeated by Jain Fairwood (52495952),"(9,5)","(6,2)",,Dead,"(10,5)","(7,4)",,"(4,14)",,"(4,16)","(3,14)","(5,14)",Dead,1,4,7,2,2,9,,2,,3,Dead,6,,Dead,0.0,OSLA,1.666666666666667,0.8333333333333335,-1.666666666666667,1.666666666666667,1.666666666666667,OSLA,OSLA,OSLA
-1777761885,Descent2e,0,ROUND_OVER,116,10,4,424,,,,,,,,,,,,,,,"(8,6)","(6,5)",,"(8,2)","(9,7)","(5,4)",,"(4,13)",,"(4,17)","(5,12)","(3,14)","(6,3)",8,4,1,2,2,6,,2,,12,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-1777761885,Descent2e,1,ROUND_OVER,160,10,4,424,,,,,,,,,,,,,,,"(9,3)","(6,5)",,"(8,2)","(9,8)","(7,4)",,"(5,16)",,"(4,17)","(4,14)","(3,14)","(6,3)",8,4,3,2,2,6,,2,,8,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-1777761885,Descent2e,2,ROUND_OVER,213,10,4,424,,,,,,,,,,,,,,,"(9,3)","(6,5)",,"(8,2)","(8,3)","(7,2)",,"(5,16)",,"(4,17)","(4,14)","(3,14)","(6,3)",8,4,5,2,2,6,,2,,12,6,6,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-1777761885,Descent2e,3,ROUND_OVER,261,10,4,424,,,,,,,,,,,,,,,"(9,3)","(6,5)",,"(11,5)","(8,4)","(6,2)",,"(5,16)",,"(4,17)","(4,14)","(3,14)","(6,3)",8,4,7,2,2,6,,2,,12,6,6,,8,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
1912826064,Descent2e,0,ROUND_OVER,78,10,4,425,,,,,,,,,,,,,,,"(10,6)","(4,8)",,"(9,2)","(1,15)","(6,5)",,"(3,8)",,"(3,7)","(4,10)","(4,14)","(7,4)",8,4,1,2,2,8,,2,,7,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
1912826064,Descent2e,1,ROUND_OVER,148,10,4,425,,,,,,,,,,,,,,,"(10,6)","(7,2)",,"(9,2)","(1,15)","(6,4)",,"(3,16)",,"(4,15)","(3,15)","(4,14)","(7,4)",10,4,3,2,2,8,,2,,9,6,6,,5,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
1912826064,Descent2e,2,ROUND_OVER,187,10,4,425,,,,,,,Tomble Burrowell (52774041) defeated by Goblin Archer minion 3 (52774083),,,,,,,,"(10,6)","(7,2)",,"(9,2)","(1,15)","(6,5)",,"(3,16)",,"(4,15)","(3,15)","(4,14)","(7,4)",10,4,5,2,2,0,,2,,8,6,6,,5,10.476190476190476,OSLA,-5.238095238095238,-2.619047619047619,5.238095238095238,-5.238095238095238,-5.238095238095238,OSLA,OSLA,OSLA
1912826064,Descent2e,3,ROUND_OVER,225,10,4,425,,,,,,,Tomble Burrowell (52774041) defeated by Goblin Archer minion 3 (52774083),,,,,,,,"(10,6)","(7,2)",,"(9,2)","(1,15)","(6,4)",,"(3,16)",,"(4,15)","(3,15)","(4,14)","(7,4)",10,4,7,2,2,0,,2,,8,4,6,,5,13.333333333333334,OSLA,-6.666666666666667,-3.3333333333333335,6.666666666666667,-6.666666666666667,-6.666666666666667,OSLA,OSLA,OSLA
-1771087831,Descent2e,0,ROUND_OVER,116,10,4,426,,,,,,,,,,,,,,,"(9,2)","(7,2)",,"(8,3)","(6,5)","(7,4)",,"(4,13)",,"(6,14)","(5,13)","(4,14)","(8,7)",8,4,1,2,2,12,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-1771087831,Descent2e,1,ROUND_OVER,149,10,4,426,,,,,,,,,,,,,,,"(9,2)","(7,2)",,"(8,3)","(8,2)","(7,4)",,"(5,14)",,"(6,14)","(3,15)","(4,14)","(8,7)",8,4,3,2,2,12,,2,,6,2,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-1771087831,Descent2e,2,ROUND_OVER,180,9,4,426,,,,,Barghest minion 2 (52886629) defeated by Tomble Burrowell (52886530),,,,,,,,,,"(9,2)","(8,4)",,Dead,"(8,2)","(7,4)",,"(5,14)",,"(6,14)","(3,15)","(4,14)","(8,7)",8,4,5,2,2,12,,2,,6,Dead,5,,8,0.4761904761904763,OSLA,-0.23809523809523814,-0.11904761904761907,0.23809523809523814,-0.23809523809523814,-0.23809523809523814,OSLA,OSLA,OSLA
-1771087831,Descent2e,3,ROUND_OVER,216,9,4,426,,,,,,,,,,,,,,,"(9,2)","(8,4)",,Dead,"(8,2)","(7,4)",,"(5,14)",,"(6,14)","(3,15)","(4,14)","(8,7)",8,4,7,2,2,12,,2,,6,Dead,4,,8,3.333333333333333,OSLA,-1.6666666666666665,-0.8333333333333333,1.6666666666666665,-1.6666666666666665,-1.6666666666666665,OSLA,OSLA,OSLA
2007798892,Descent2e,0,ROUND_OVER,90,10,4,427,,,,,,,,,,,,,,,"(7,2)","(4,7)",,"(9,3)","(5,7)","(5,5)",,"(3,15)",,"(4,10)","(5,9)","(4,14)","(6,5)",8,4,1,2,2,14,,2,,10,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
2007798892,Descent2e,1,ROUND_OVER,132,10,4,427,,,,,,,,,,,,,,,"(7,2)","(4,7)",,"(9,3)","(5,5)","(5,4)",,"(3,15)",,"(4,15)","(4,17)","(4,14)","(6,5)",8,4,3,2,2,14,,2,,10,6,6,,5,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
2007798892,Descent2e,2,ROUND_OVER,185,10,4,427,,,,,,,,,,,,,,,"(7,2)","(4,7)",,"(9,3)","(7,4)","(6,3)",,"(3,15)",,"(4,15)","(4,17)","(3,17)","(6,5)",8,4,5,2,2,14,,2,,10,6,6,,5,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
2007798892,Descent2e,3,ROUND_OVER,230,10,4,427,,,,,,,,,,,,,,,"(7,2)","(5,6)",,"(9,3)","(7,4)","(7,5)",,"(3,15)",,"(4,15)","(4,17)","(3,17)","(6,5)",8,4,7,2,2,14,,2,,10,6,6,,5,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
-535364207,Descent2e,0,ROUND_OVER,114,10,4,428,,,,,,,,,,,,,,,"(10,6)","(9,7)",,"(8,3)","(9,6)","(8,8)",,"(5,15)",,"(4,10)","(5,11)","(5,14)","(9,2)",10,4,1,2,2,7,,2,,7,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-535364207,Descent2e,1,ROUND_OVER,157,10,4,428,,,,,,,,,,,,,,,"(10,6)","(9,5)",,"(8,3)","(8,6)","(8,8)",,"(5,15)",,"(3,14)","(5,16)","(5,14)","(8,4)",1,4,3,2,2,7,,2,,7,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-535364207,Descent2e,2,ROUND_OVER,207,10,4,428,,,,,,,,,,,,,,,"(10,6)","(9,6)",,"(8,3)","(11,6)","(8,8)",,"(5,15)",,"(3,14)","(5,16)","(5,14)","(9,4)",1,4,5,2,2,5,,2,,7,6,3,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-535364207,Descent2e,3,ROUND_OVER,252,10,4,428,,,,,,,,,,,,,,,"(10,6)","(10,5)",,"(8,3)","(11,5)","(9,8)",,"(5,15)",,"(3,14)","(5,16)","(5,14)","(8,2)",1,4,7,2,2,1,,2,,7,6,3,,8,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
2041377446,Descent2e,0,ROUND_OVER,124,10,4,429,,,,,,,,,,,,,,,"(9,6)","(9,8)",,"(10,3)","(8,7)","(8,6)",,"(4,13)",,"(3,17)","(5,14)","(3,15)","(11,6)",8,4,1,2,2,12,,2,,12,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
2041377446,Descent2e,1,ROUND_OVER,160,10,4,429,,,,,,,,,,,,,,,"(9,6)","(9,8)",,"(10,3)","(8,6)","(9,5)",,"(5,15)",,"(3,17)","(5,14)","(3,15)","(11,6)",8,4,3,2,2,12,,2,,12,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
2041377446,Descent2e,2,ROUND_OVER,206,10,4,429,,,,,,,,,,,,,,,"(9,6)","(9,8)",,"(10,3)","(10,6)","(10,5)",,"(5,15)",,"(3,17)","(5,14)","(3,15)","(11,6)",8,4,5,2,2,9,,2,,12,6,6,,5,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
