GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,RoundCounter(RoundCounter),Kills(Barghest Minion 1),Kills(Hero 1),Kills(Barghest Minion 3),Kills(Barghest Minion 2),Kills(Hero 3),Kills(Hero 2),Kills(Hero 4),Kills(Goblin Minion 3),Kills(Goblin Minion 4),Kills(Goblin Minion 1),Kills(Goblin Minion 2),Kills(Goblin Master),Kills(Barghest Master),Positions(Barghest Minion 1),Positions(Hero 1),Positions(Barghest Minion 3),Positions(Barghest Minion 2),Positions(Hero 3),Positions(Hero 2),Positions(Hero 4),Positions(Goblin Minion 3),Positions(Goblin Minion 4),Positions(Goblin Minion 1),Positions(Goblin Minion 2),Positions(Goblin Master),Positions(Barghest Master),HealthPoints(Hero 1 HP),HealthPoints(Goblin Master HP),HealthPoints(Overlord Fatigue),HealthPoints(Goblin Minion 1 HP),HealthPoints(Goblin Minion 2 HP),HealthPoints(Hero 3 HP),HealthPoints(Hero 4 HP),HealthPoints(Goblin Minion 3 HP),HealthPoints(Goblin Minion 4 HP),HealthPoints(Hero 2 HP),HealthPoints(Barghest Minion 2 HP),HealthPoints(Barghest Minion 1 HP),HealthPoints(Barghest Minion 3 HP),HealthPoints(Barghest Master HP),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(Player-3),GameScore(Player-2),GameScore(PlayerName-1),GameScore(PlayerName-2),GameScore(PlayerName-3)
-1123655453,Descent2e,3,ROUND_OVER,205,9,4,263,,,,,,,,,,,,,,,"(6,2)","(7,4)",,Dead,"(8,3)","(7,2)",,"(6,17)",,"(5,15)","(3,15)","(4,14)","(9,2)",8,4,7,2,2,8,,2,,9,Dead,3,,6,3.333333333333333,OSLA,-1.6666666666666665,-0.8333333333333333,1.6666666666666665,-1.6666666666666665,-1.6666666666666665,OSLA,OSLA,OSLA
2107061092,Descent2e,0,ROUND_OVER,114,10,4,264,,,,,,,,,,,,,,,"(8,7)","(7,3)",,"(8,2)","(9,4)","(9,3)",,"(5,9)",,"(3,15)","(4,7)","(5,15)","(10,5)",10,4,1,2,2,11,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
2107061092,Descent2e,1,ROUND_OVER,155,10,4,264,,,,,,,,,,,,,,,"(8,7)","(7,2)",,"(8,2)","(9,4)","(9,3)",,"(6,14)",,"(3,15)","(4,11)","(5,15)","(10,5)",7,4,3,2,2,11,,2,,8,2,6,,5,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
2107061092,Descent2e,2,ROUND_OVER,203,9,4,264,,,,,,,,,,,,,,Barghest master (32708491) defeated by Syndrael (32708440),"(8,7)","(7,2)",,"(8,2)","(9,2)","(9,3)",,"(6,14)",,"(3,15)","(4,16)","(5,15)",Dead,7,4,5,2,2,11,,2,,8,2,6,,Dead,0.4761904761904763,OSLA,-0.23809523809523814,-0.11904761904761907,0.23809523809523814,-0.23809523809523814,-0.23809523809523814,OSLA,OSLA,OSLA
2107061092,Descent2e,3,ROUND_OVER,239,8,4,264,,,,,Barghest minion 2 (32708511) defeated by Syndrael (32708440),,,,,,,,,,"(9,8)","(7,2)",,Dead,"(10,3)","(8,4)",,"(6,14)",,"(3,15)","(4,16)","(5,15)",Dead,9,4,7,2,2,10,,2,,8,Dead,6,,Dead,0.0,OSLA,1.666666666666667,0.8333333333333335,-1.666666666666667,1.666666666666667,1.666666666666667,OSLA,OSLA,OSLA
-1180556821,Descent2e,0,ROUND_OVER,116,10,4,265,,,,,,,,,,,,,,,"(11,6)","(10,7)",,"(7,5)","(8,9)","(9,8)",,"(4,13)",,"(4,17)","(4,14)","(5,13)","(8,3)",10,4,1,2,2,14,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-1180556821,Descent2e,1,ROUND_OVER,156,10,4,265,,,,,,,,,,,,,,,"(11,6)","(10,6)",,"(7,5)","(8,6)","(9,8)",,"(4,16)",,"(4,17)","(4,14)","(5,16)","(8,3)",10,4,3,2,2,12,,2,,8,6,4,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-1180556821,Descent2e,2,ROUND_OVER,200,10,4,265,,,,,,,,,,,,,,,"(11,6)","(10,5)",,"(7,5)","(8,6)","(10,3)",,"(4,16)",,"(4,17)","(4,14)","(5,16)","(8,3)",6,4,5,2,2,8,,2,,8,6,1,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-1180556821,Descent2e,3,ROUND_OVER,237,9,4,265,,Barghest minion 1 (32828434) defeated by Tomble Burrowell (32828359),,,,,,,,,,,,,"(7,5)","(9,4)",,Dead,"(8,6)","(9,3)",,"(4,16)",,"(4,17)","(4,14)","(5,16)","(8,3)",9,4,7,2,2,7,,2,,8,Dead,2,,8,3.333333333333333,OSLA,-1.6666666666666665,-0.8333333333333333,1.6666666666666665,-1.6666666666666665,-1.6666666666666665,OSLA,OSLA,OSLA
1209010955,Descent2e,0,ROUND_OVER,113,10,4,266,,,,,,,,,,,,,,,"(8,6)","(7,5)",,"(11,7)","(9,5)","(6,4)",,"(6,14)",,"(4,8)","(3,16)","(4,15)","(10,5)",8,4,1,2,2,10,,2,,11,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
1209010955,Descent2e,1,ROUND_OVER,156,10,4,266,,,,,,,,,,,,,,,"(8,6)","(7,5)",,"(10,4)","(11,5)","(6,5)",,"(6,14)",,"(5,14)","(3,16)","(4,15)","(10,5)",8,4,3,2,2,10,,2,,11,6,4,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
1209010955,Descent2e,2,ROUND_OVER,191,9,4,266,,Barghest minion 1 (32957893) defeated by Leoric of the Book (32957805),,,,,,,,,,,,,"(10,4)","(7,5)",,Dead,"(11,4)","(9,5)",,"(6,14)",,"(5,14)","(3,16)","(4,15)","(10,5)",8,4,5,2,2,10,,2,,9,Dead,6,,8,0.4761904761904763,OSLA,-0.23809523809523814,-0.11904761904761907,0.23809523809523814,-0.23809523809523814,-0.23809523809523814,OSLA,OSLA,OSLA
1209010955,Descent2e,3,ROUND_OVER,233,9,4,266,,,,,,,,,,,,,,,"(10,4)","(8,3)",,Dead,"(11,4)","(9,6)",,"(6,14)",,"(5,14)","(3,16)","(4,15)","(10,5)",8,4,7,2,2,10,,2,,9,Dead,6,,8,3.333333333333333,OSLA,-1.6666666666666665,-0.8333333333333333,1.6666666666666665,-1.6666666666666665,-1.6666666666666665,OSLA,OSLA,OSLA
2129887662,Descent2e,0,ROUND_OVER,80,10,4,267,,,,,,,,,,,,,,,"(9,5)","(4,8)",,"(6,2)","(5,9)","(3,14)",,"(4,13)",,"(5,12)","(4,14)","(4,15)","(9,4)",14,4,1,2,2,12,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
2129887662,Descent2e,1,ROUND_OVER,154,10,4,267,,,,,,,,,,,,,,,"(9,5)","(7,3)",,"(6,2)","(7,2)","(3,14)",,"(3,16)",,"(3,15)","(4,14)","(4,15)","(9,4)",14,4,3,2,2,12,,2,,1,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
2129887662,Descent2e,2,ROUND_OVER,197,10,4,267,,,,,,,,,,,,,,,"(9,5)","(8,4)",,"(6,2)","(8,3)","(7,3)",,"(3,16)",,"(3,15)","(4,14)","(4,15)","(9,4)",14,4,5,2,2,12,,2,,3,6,6,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
2129887662,Descent2e,3,ROUND_OVER,235,10,4,267,,,,,,,,,,,,,,,"(9,5)","(7,2)",,"(6,2)","(8,4)","(7,3)",,"(3,16)",,"(3,15)","(4,14)","(4,15)","(9,4)",14,4,7,2,2,10,,2,,3,6,6,,8,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
-1321594639,Descent2e,0,ROUND_OVER,92,9,4,268,,,,,,,,,,,,Goblin Archer minion 2 (33213840) defeated by Grisban the Thirsty (33213809),,,"(8,3)","(7,4)",,"(8,7)","(5,6)","(6,3)",,"(11,5)",,"(4,10)","(5,7)","(4,14)","(9,3)",10,4,1,2,2,13,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-1321594639,Descent2e,1,ROUND_OVER,148,10,4,268,,,,,,,,,,,,,,,"(8,3)","(7,2)",,"(8,7)","(7,4)","(6,3)",,"(7,15)",,"(4,15)","(4,16)","(4,14)","(9,3)",10,4,3,2,2,13,,2,,8,6,4,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-1321594639,Descent2e,2,ROUND_OVER,197,10,4,268,,,,,,,,,,,,,,,"(8,3)","(9,2)",,"(8,7)","(8,2)","(6,3)",,"(3,15)",,"(4,15)","(4,16)","(4,14)","(9,3)",10,4,5,2,2,13,,2,,8,6,1,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-1321594639,Descent2e,3,ROUND_OVER,242,10,4,268,,,,,,,,,,,,,,,"(8,3)","(9,2)",,"(8,7)","(8,2)","(6,3)",,"(3,15)",,"(4,15)","(4,16)","(4,14)","(9,3)",10,4,7,2,2,14,,2,,8,6,1,,8,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
-1127357064,Descent2e,0,ROUND_OVER,103,10,4,269,,,,,,,,,,,,,,,"(9,3)","(9,7)",,"(10,6)","(8,4)","(10,9)",,"(4,14)",,"(3,11)","(4,9)","(5,13)","(6,3)",8,4,1,2,2,1,,2,,14,3,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-1127357064,Descent2e,1,ROUND_OVER,144,8,4,269,,Barghest minion 1 (33338400) defeated by Jain Fairwood (33338338),,,Barghest minion 2 (33338410) defeated by Grisban the Thirsty (33338325),,,,,,,,,,Dead,"(9,7)",,Dead,"(8,3)","(9,6)",,"(4,14)",,"(5,14)","(3,14)","(3,16)","(6,3)",8,4,3,2,2,1,,2,,14,Dead,Dead,,7,0.0,OSLA,4.523809523809524,2.261904761904762,-4.523809523809524,4.523809523809524,4.523809523809524,OSLA,OSLA,OSLA
-1127357064,Descent2e,2,ROUND_OVER,170,8,4,269,,,,,,,Jain Fairwood (33338338) defeated by Barghest master (33338390),,,,,,,,Dead,"(7,4)",,Dead,"(7,3)","(8,4)",,"(4,14)",,"(5,14)","(3,14)","(3,16)","(6,3)",8,4,5,2,2,0,,2,,14,Dead,Dead,,6,0.0,OSLA,1.4285714285714288,0.7142857142857144,-1.4285714285714288,1.4285714285714288,1.4285714285714288,OSLA,OSLA,OSLA
1637927349,Descent2e,0,ROUND_OVER,97,9,4,270,,,,,,,,,,,,,Goblin Archer master (33431470) defeated by Grisban the Thirsty (33431459),Barghest master (33338390) defeated by Grisban the Thirsty (33338325),"(7,2)","(6,2)",,"(8,6)","(5,6)","(6,5)",,"(6,14)",,"(4,12)","(4,14)","(6,4)","(11,5)",8,4,1,2,2,14,,2,,10,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
1637927349,Descent2e,1,ROUND_OVER,137,10,4,270,,,,,,,,,,,,,,,"(7,2)","(6,2)",,"(8,6)","(7,5)","(6,3)",,"(6,14)",,"(3,15)","(4,14)","(8,14)","(11,5)",8,4,3,2,2,14,,2,,10,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
1637927349,Descent2e,2,ROUND_OVER,200,10,4,270,,,,,,,,,,,,,,,"(7,2)","(9,2)",,"(8,6)","(7,5)","(6,3)",,"(6,14)",,"(3,15)","(4,14)","(6,17)","(11,5)",8,4,5,2,2,14,,2,,10,6,6,,6,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
1637927349,Descent2e,3,ROUND_OVER,237,10,4,270,,,,,,,,,,,,,,,"(7,2)","(8,3)",,"(8,6)","(6,3)","(7,4)",,"(6,14)",,"(3,15)","(4,14)","(6,17)","(11,5)",8,4,7,2,2,13,,2,,10,6,6,,4,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
513738248,Descent2e,0,ROUND_OVER,92,10,4,271,,,,,,,,,,,,,,,"(6,5)","(5,6)",,"(7,3)","(5,5)","(5,4)",,"(5,13)",,"(5,12)","(5,14)","(4,11)","(8,2)",10,4,1,2,2,14,,2,,10,6,2,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
513738248,Descent2e,1,ROUND_OVER,130,9,4,271,,Barghest minion 1 (33546948) defeated by Widow Tarha (33546874),,,,,,,,,,,,,"(7,3)","(6,4)",,Dead,"(6,3)","(5,4)",,"(6,16)",,"(5,15)","(5,14)","(4,15)","(9,3)",10,4,3,2,2,14,,2,,10,Dead,5,,8,0.0,OSLA,1.1904761904761907,0.5952380952380953,-1.1904761904761907,1.1904761904761907,1.1904761904761907,OSLA,OSLA,OSLA
513738248,Descent2e,2,ROUND_OVER,175,9,4,271,,,,,,,,,,,,,,,"(7,3)","(6,4)",,Dead,"(6,3)","(7,2)",,"(6,16)",,"(5,15)","(5,14)","(4,15)","(9,3)",10,4,5,2,2,13,,2,,7,Dead,4,,6,0.4761904761904763,OSLA,-0.23809523809523814,-0.11904761904761907,0.23809523809523814,-0.23809523809523814,-0.23809523809523814,OSLA,OSLA,OSLA
513738248,Descent2e,3,ROUND_OVER,197,8,4,271,,Barghest minion 1 (33546958) defeated by Grisban the Thirsty (33546887),,,,,,,,,,,,,Dead,"(6,2)",,Dead,"(8,4)","(7,2)",,"(6,16)",,"(5,15)","(5,14)","(4,15)","(9,3)",10,4,7,2,2,13,,2,,7,Dead,Dead,,6,0.0,OSLA,1.666666666666667,0.8333333333333335,-1.666666666666667,1.666666666666667,1.666666666666667,OSLA,OSLA,OSLA
-1286324348,Descent2e,0,ROUND_OVER,105,10,4,272,,,,,,,,,,,,,,,"(6,4)","(5,5)",,"(8,2)","(7,3)","(5,4)",,"(3,15)",,"(4,13)","(5,15)","(5,12)","(7,4)",8,4,1,2,2,12,,2,,8,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-1286324348,Descent2e,1,ROUND_OVER,142,10,4,272,,,,,,,,,,,,,,,"(6,4)","(5,5)",,"(8,2)","(7,2)","(6,3)",,"(3,15)",,"(5,17)","(5,15)","(3,17)","(7,4)",8,4,3,2,2,10,,2,,12,6,4,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-1286324348,Descent2e,2,ROUND_OVER,186,10,4,272,,,,,,,,,,,,,,,"(6,4)","(5,6)",,"(8,2)","(6,3)","(7,3)",,"(3,15)",,"(5,17)","(5,15)","(3,17)","(7,4)",8,4,5,2,2,10,,2,,4,6,1,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-1286324348,Descent2e,3,ROUND_OVER,226,10,4,272,,,,,,,,,,,,,,,"(6,4)","(5,6)",,"(8,2)","(5,4)","(7,2)",,"(3,15)",,"(5,17)","(5,15)","(3,17)","(7,4)",8,4,7,2,2,8,,2,,3,6,1,,8,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
-84487886,Descent2e,0,ROUND_OVER,123,10,4,273,,,,,,,,,,,,,,,"(9,2)","(8,4)",,"(11,4)","(8,2)","(7,3)",,"(6,15)",,"(4,15)","(5,15)","(4,14)","(9,4)",12,3,1,2,2,6,,2,,12,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-84487886,Descent2e,1,ROUND_OVER,161,10,4,273,,,,,,,,,,,,,,,"(9,2)","(8,3)",,"(11,4)","(8,2)","(8,4)",,"(6,15)",,"(4,15)","(5,15)","(4,14)","(9,4)",12,3,3,2,2,3,,2,,12,6,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-84487886,Descent2e,2,ROUND_OVER,202,10,4,273,,,,,,,,,,,,,,,"(9,2)","(8,3)",,"(11,4)","(7,2)","(8,4)",,"(6,15)",,"(4,15)","(5,15)","(4,14)","(9,4)",8,3,5,2,2,4,,2,,12,6,5,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-84487886,Descent2e,3,ROUND_OVER,249,10,4,273,,,,,,,,,,,,,,,"(9,2)","(8,3)",,"(11,4)","(7,2)","(8,4)",,"(6,15)",,"(4,15)","(5,15)","(4,14)","(9,4)",9,3,7,2,2,4,,2,,12,6,4,,8,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
-574335371,Descent2e,0,ROUND_OVER,94,10,4,274,,,,,,,,,,,,,,,"(9,4)","(4,7)",,"(6,5)","(5,7)","(7,3)",,"(5,8)",,"(4,9)","(5,10)","(4,14)","(9,6)",9,4,1,2,2,12,,2,,4,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-574335371,Descent2e,1,ROUND_OVER,145,10,4,274,,,,,,,,,,,,,,,"(9,4)","(4,7)",,"(6,5)","(5,4)","(7,3)",,"(4,12)",,"(3,14)","(4,15)","(4,14)","(9,6)",7,4,3,2,2,12,,2,,4,3,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-574335371,Descent2e,2,ROUND_OVER,193,10,4,274,,,,,,,,,,,,,,,"(9,4)","(6,3)",,"(6,5)","(5,5)","(8,2)",,"(4,17)",,"(3,14)","(4,15)","(4,14)","(9,6)",7,4,5,2,2,12,,2,,4,3,6,,8,7.142857142857143,OSLA,-3.5714285714285716,-1.7857142857142858,3.5714285714285716,-3.5714285714285716,-3.5714285714285716,OSLA,OSLA,OSLA
-574335371,Descent2e,3,ROUND_OVER,248,10,4,274,,,,,,,,,,,,,,,"(9,4)","(7,3)",,"(6,5)","(5,4)","(9,3)",,"(4,17)",,"(3,14)","(4,15)","(4,14)","(9,6)",7,4,7,2,2,12,,2,,4,1,6,,8,10.0,OSLA,-5.0,-2.5,5.0,-5.0,-5.0,OSLA,OSLA,OSLA
-2013315022,Descent2e,0,ROUND_OVER,112,10,4,275,,,,,,,,,,,,,,,"(8,6)","(7,5)",,"(9,3)","(9,6)","(8,4)",,"(5,13)",,"(4,12)","(3,15)","(5,12)","(10,4)",12,4,1,2,2,7,,2,,9,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-2013315022,Descent2e,1,ROUND_OVER,150,10,4,275,,,,,,,,,,,,,,,"(8,6)","(9,5)",,"(9,3)","(11,6)","(8,4)",,"(5,15)",,"(4,15)","(3,15)","(4,14)","(10,4)",6,4,3,2,2,10,,2,,9,3,6,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
-2013315022,Descent2e,2,ROUND_OVER,182,9,4,275,,,,,Barghest minion 2 (34035341) defeated by Syndrael (34035257),,,,,,,,,,"(8,6)","(9,6)",,Dead,"(11,6)","(9,4)",,"(5,15)",,"(4,15)","(3,15)","(4,14)","(10,4)",6,4,5,2,2,10,,2,,9,Dead,6,,5,0.4761904761904763,OSLA,-0.23809523809523814,-0.11904761904761907,0.23809523809523814,-0.23809523809523814,-0.23809523809523814,OSLA,OSLA,OSLA
-2013315022,Descent2e,3,ROUND_OVER,212,8,4,275,,,,,,,,,,,,,,Barghest master (34035321) defeated by Syndrael (34035257),"(8,6)","(9,6)",,Dead,"(9,5)","(9,4)",,"(5,15)",,"(4,15)","(3,15)","(4,14)",Dead,9,4,7,2,2,8,,2,,9,Dead,6,,Dead,0.0,OSLA,1.666666666666667,0.8333333333333335,-1.666666666666667,1.666666666666667,1.666666666666667,OSLA,OSLA,OSLA
-562171916,Descent2e,0,ROUND_OVER,103,9,4,276,,Barghest minion 1 (34141273) defeated by Jain Fairwood (34141198),,,,,,,,,,,,,"(6,3)","(4,5)",,Dead,"(7,4)","(6,5)",,"(3,9)",,"(3,10)","(5,9)","(4,10)","(9,2)",8,4,0,2,2,9,,2,,8,Dead,6,,8,0.0,OSLA,3.3333333333333335,1.6666666666666667,-3.3333333333333335,3.3333333333333335,3.3333333333333335,OSLA,OSLA,OSLA
-562171916,Descent2e,1,ROUND_OVER,148,8,4,276,,Barghest minion 1 (34141283) defeated by Syndrael (34141212),,,,,,,,,,,,,Dead,"(4,5)",,Dead,"(7,4)","(6,5)",,"(5,14)",,"(3,15)","(4,14)","(4,15)","(9,2)",6,4,1,2,2,9,,2,,8,Dead,Dead,,8,0.0,OSLA,5.9523809523809526,2.9761904761904763,-5.9523809523809526,5.9523809523809526,5.9523809523809526,OSLA,OSLA,OSLA
-562171916,Descent2e,2,ROUND_OVER,170,8,4,276,,,,,,,,,,,,,,,Dead,"(4,5)",,Dead,"(8,3)","(7,2)",,"(5,14)",,"(3,15)","(4,14)","(4,15)","(9,2)",6,4,3,2,2,7,,2,,8,Dead,Dead,,8,0.0,OSLA,4.523809523809524,2.261904761904762,-4.523809523809524,4.523809523809524,4.523809523809524,OSLA,OSLA,OSLA
-36790718,Descent2e,0,ROUND_OVER,118,10,4,277,,,,,,,,,,,,,,Barghest master (34141263) defeated by Syndrael (34141212),"(11,5)","(9,7)",,"(10,6)","(9,5)","(8,6)",,"(4,14)",,"(5,12)","(3,14)","(3,16)","(6,3)",10,4,1,2,2,12,,2,,10,6,6,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-36790718,Descent2e,1,ROUND_OVER,145,9,4,277,,,,,Barghest minion 2 (34238264) defeated by Widow Tarha (34238180),,,,,,,,,,"(11,5)","(9,7)",,Dead,"(10,5)","(8,6)",,"(4,14)",,"(4,17)","(3,14)","(3,16)","(6,3)",10,4,3,2,2,10,,2,,10,Dead,3,,8,0.0,OSLA,1.1904761904761907,0.5952380952380953,-1.1904761904761907,1.1904761904761907,1.1904761904761907,OSLA,OSLA,OSLA
-36790718,Descent2e,2,ROUND_OVER,180,8,4,277,,Barghest minion 1 (34238254) defeated by Ashrian (34238166),,,,,,,,,,,,,Dead,"(7,3)",,Dead,"(7,4)","(6,5)",,"(4,14)",,"(4,17)","(3,14)","(3,16)","(6,3)",10,4,5,2,2,10,,2,,10,Dead,Dead,,1,0.0,OSLA,3.0952380952380953,1.5476190476190477,-3.0952380952380953,3.0952380952380953,3.0952380952380953,OSLA,OSLA,OSLA
1190962726,Descent2e,0,ROUND_OVER,114,10,4,278,,,,,,,,,,,,,,Barghest master (34238244) defeated by Ashrian (34238166),"(7,4)","(7,3)",,"(8,3)","(6,3)","(5,6)",,"(5,14)",,"(5,13)","(4,12)","(6,14)","(11,5)",6,4,1,2,2,8,,2,,14,6,5,,8,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
1190962726,Descent2e,1,ROUND_OVER,154,10,4,278,,,,,,,,,,,,,,,"(7,4)","(7,3)",,"(8,3)","(6,3)","(6,5)",,"(5,14)",,"(3,15)","(4,15)","(6,14)","(11,5)",5,4,3,2,2,8,,2,,14,2,5,,8,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
1190962726,Descent2e,2,ROUND_OVER,193,9,4,278,,,,,Barghest minion 2 (34333449) defeated by Jain Fairwood (34333351),,,,,,,,,,"(7,4)","(7,3)",,Dead,"(9,3)","(6,4)",,"(5,14)",,"(3,15)","(4,15)","(6,14)","(11,5)",5,4,5,2,2,8,,2,,14,Dead,1,,8,0.4761904761904763,OSLA,-0.23809523809523814,-0.11904761904761907,0.23809523809523814,-0.23809523809523814,-0.23809523809523814,OSLA,OSLA,OSLA
1190962726,Descent2e,3,ROUND_OVER,235,8,4,278,,Barghest minion 1 (34333439) defeated by Jain Fairwood (34333351),,,,,,,,,,,,,Dead,"(8,2)",,Dead,"(10,3)","(10,5)",,"(5,14)",,"(3,15)","(4,15)","(6,14)","(11,5)",5,4,7,2,2,8,,2,,13,Dead,Dead,,8,0.0,OSLA,1.666666666666667,0.8333333333333335,-1.666666666666667,1.666666666666667,1.666666666666667,OSLA,OSLA,OSLA
-896255439,Descent2e,0,ROUND_OVER,98,10,4,279,,,,,,,,,,,,,,,"(10,5)","(5,4)",,"(11,4)","(6,3)","(5,6)",,"(4,14)",,"(4,12)","(6,14)","(5,13)","(6,5)",8,4,1,2,2,8,,2,,12,6,6,,5,1.4285714285714286,OSLA,-0.7142857142857143,-0.35714285714285715,0.7142857142857143,-0.7142857142857143,-0.7142857142857143,OSLA,OSLA,OSLA
-896255439,Descent2e,1,ROUND_OVER,130,10,4,279,,,,,,,,,,,,,,,"(10,5)","(5,4)",,"(11,4)","(7,4)","(5,5)",,"(4,14)",,"(5,15)","(6,14)","(4,15)","(6,5)",8,4,3,2,2,8,,2,,12,6,6,,5,4.285714285714286,OSLA,-2.142857142857143,-1.0714285714285714,2.142857142857143,-2.142857142857143,-2.142857142857143,OSLA,OSLA,OSLA
