GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-2),Winner(PlayerIdx)
1553932502,SushiGo,3,GAME_OVER,84,0,3,2,3,Basic MCTS,3,1,1,2,RandomPlayer,2,RMHC,Basic MCTS,22.0,62.0,33.0,RandomPlayer,RMHC,RandomPlayer,Basic MCTS,RMHC,0
-2090749135,SushiGo,3,GAME_OVER,87,0,3,3,2,Basic MCTS,2,1,1,3,RandomPlayer,3,RMHC,Basic MCTS,35.0,58.0,19.0,RandomPlayer,RMHC,RandomPlayer,Basic MCTS,RMHC,0
-287790814,SushiGo,3,GAME_OVER,82,0,3,4,3,Basic MCTS,3,1,1,2,RandomPlayer,2,RMHC,Basic MCTS,31.0,54.0,41.0,RandomPlayer,RMHC,RandomPlayer,Basic MCTS,RMHC,0
-355989640,SushiGo,3,GAME_OVER,83,0,3,5,2,Basic MCTS,2,1,1,3,RandomPlayer,3,RMHC,Basic MCTS,46.0,60.0,30.0,RandomPlayer,RMHC,RandomPlayer,Basic MCTS,RMHC,0
1553932502,SushiGo,3,GAME_OVER,87,0,3,6,2,Basic MCTS,2,1,1,2,RandomPlayer,2,OSLA,Basic MCTS,32.0,51.0,32.0,RandomPlayer,OSLA,RandomPlayer,Basic MCTS,OSLA,0
-2090749135,SushiGo,3,GAME_OVER,85,0,3,7,3,Basic MCTS,3,1,1,2,RandomPlayer,2,OSLA,Basic MCTS,26.0,59.0,26.0,RandomPlayer,OSLA,RandomPlayer,Basic MCTS,OSLA,0
-287790814,SushiGo,3,GAME_OVER,84,0,3,8,3,Basic MCTS,3,1,1,2,RandomPlayer,2,OSLA,Basic MCTS,32.0,43.0,39.0,RandomPlayer,OSLA,RandomPlayer,Basic MCTS,OSLA,0
-355989640,SushiGo,3,GAME_OVER,81,0,3,9,2,Basic MCTS,2,1,1,3,RandomPlayer,3,OSLA,Basic MCTS,35.0,48.0,33.0,RandomPlayer,OSLA,RandomPlayer,Basic MCTS,OSLA,0
1553932502,SushiGo,3,GAME_OVER,83,0,3,10,3,Basic MCTS,3,1,1,2,RMHC,2,RandomPlayer,Basic MCTS,32.0,52.0,34.0,RMHC,RandomPlayer,RMHC,Basic MCTS,RandomPlayer,0
-2090749135,SushiGo,3,GAME_OVER,85,0,3,11,3,Basic MCTS,3,1,1,2,RMHC,2,RandomPlayer,Basic MCTS,21.0,48.0,32.0,RMHC,RandomPlayer,RMHC,Basic MCTS,RandomPlayer,0
