Depth	Name	Value	Visits	Parent_Name	Game_State	Game_Features	Game_State_Heuristic	Action_Name	Best_Action
0	Node_1	0.00	337	None	games.catan.CatanGameState@d87abfb1	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":1.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	None	Trade (p0 to p2 : 1 WOOL for 1 GRAIN)
1	Node_2	0.00	5	Node_1	games.catan.CatanGameState@b79672d1	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	DoNothing	Trade (p1 to p0 : 1 ORE for 2 WOOL)
1	Node_3	0.00	5	Node_1	games.catan.CatanGameState@d156f212	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	Trade (p0 to p3 : 1 WOOL for 2 ORE)	Trade (p0 to p3 : 2 WOOL for 1 ORE)
1	Node_4	0.00	4	Node_1	games.catan.CatanGameState@33d71e85	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	Trade (p0 to p3 : 1 GRAIN for 2 ORE)	Trade (p0 to p3 : 1 GRAIN for 1 ORE)
1	Node_5	0.00	5	Node_1	games.catan.CatanGameState@7cb6a629	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	Trade (p0 to p3 : 1 WOOL for 2 BRICK)	p0 rejects trade
1	Node_6	0.00	4	Node_1	games.catan.CatanGameState@a686907	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	Trade (p0 to p1 : 1 GRAIN for 1 ORE)	Trade (p0 to p1 : 1 GRAIN for 2 ORE)
1	Node_7	0.00	5	Node_1	games.catan.CatanGameState@a1b554f1	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	Trade (p0 to p3 : 1 GRAIN for 1 WOOL)	p0 accepts trade (p0 to p3 : 1 GRAIN for 1 WOOL)
1	Node_8	0.00	5	Node_1	games.catan.CatanGameState@7f5b8f34	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	Trade (p0 to p3 : 1 GRAIN for 2 BRICK)	p0 rejects trade
1	Node_9	0.00	5	Node_1	games.catan.CatanGameState@addf181a	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	Trade (p0 to p1 : 1 WOOL for 2 GRAIN)	p0 rejects trade
1	Node_10	0.00	5	Node_1	games.catan.CatanGameState@729166d1	{"SCORE":2.0,"SCORE_ADV":0.0,"ORDINAL":0.25,"OUR_TURN":0.0,"HAS_WON":0.0,"FINAL_ORD":0.0,"ROUND":0.004}	0.200	Trade (p0 to p2 : 1 GRAIN for 2 BRICK)	p0 rejects trade
